AC ID,Module,FR/BR,Primary owner,Related FR,Owner evidence,Scenario,Priority,Test type,Source,Gherkin
AC-2372,MOD-019,FR-178;ERR-019,ERR-019,FR-178,"Atomic split of AC-1867; FR-178 trace row supplies the module, API and contract context.",Stable error handling for FR-178,High,Error handling,OpenAPI `POST_api_v1_admin_backups`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/admin/backups (POST_api_v1_admin_backups) for FR-178 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2373,MOD-019,FR-179;ERR-019,ERR-019,FR-179,"Atomic split of AC-1867; FR-179 trace row supplies the module, API and contract context.",Stable error handling for FR-179,High,Error handling,OpenAPI `POST_api_v1_admin_backups_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/admin/backups/{id}/restore (POST_api_v1_admin_backups_id_restore) for FR-179 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2374,MOD-019,FR-180;ERR-019,ERR-019,FR-180,"Atomic split of AC-1867; FR-180 trace row supplies the module, API and contract context.",Stable error handling for FR-180,High,Error handling,OpenAPI `POST_api_v1_admin_backups_id_verify`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/admin/backups/{id}/verify (POST_api_v1_admin_backups_id_verify) for FR-180 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2375,MOD-019,FR-181;ERR-019,ERR-019,FR-181,"Atomic split of AC-1867; FR-181 trace row supplies the module, API and contract context.",Stable error handling for FR-181,High,Error handling,OpenAPI `POST_api_v1_admin_change_feed_compact`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/admin/change-feed/compact (POST_api_v1_admin_change_feed_compact) for FR-181 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2376,MOD-019,FR-182;ERR-019,ERR-019,FR-182,"Atomic split of AC-1867; FR-182 trace row supplies the module, API and contract context.",Stable error handling for FR-182,High,Error handling,OpenAPI `PUT_api_v1_admin_feature_flags_key`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given PUT /api/v1/admin/feature-flags/{key} (PUT_api_v1_admin_feature_flags_key) for FR-182 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2377,MOD-019,FR-183;ERR-019,ERR-019,FR-183,"Atomic split of AC-1867; FR-183 trace row supplies the module, API and contract context.",Stable error handling for FR-183,High,Error handling,OpenAPI `GET_api_v1_admin_jobs`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given GET /api/v1/admin/jobs (GET_api_v1_admin_jobs) for FR-183 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2378,MOD-019,FR-184;ERR-019,ERR-019,FR-184,"Atomic split of AC-1867; FR-184 trace row supplies the module, API and contract context.",Stable error handling for FR-184,High,Error handling,OpenAPI `POST_api_v1_admin_jobs_code_run`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/admin/jobs/{code}/run (POST_api_v1_admin_jobs_code_run) for FR-184 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2379,MOD-019,FR-185;ERR-019,ERR-019,FR-185,"Atomic split of AC-1867; FR-185 trace row supplies the module, API and contract context.",Stable error handling for FR-185,High,Error handling,OpenAPI `GET_api_v1_admin_jobs_code_runs`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given GET /api/v1/admin/jobs/{code}/runs (GET_api_v1_admin_jobs_code_runs) for FR-185 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2380,MOD-019,FR-186;ERR-019,ERR-019,FR-186,"Atomic split of AC-1867; FR-186 trace row supplies the module, API and contract context.",Stable error handling for FR-186,High,Error handling,OpenAPI `POST_api_v1_admin_maintenance_mode`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/admin/maintenance-mode (POST_api_v1_admin_maintenance_mode) for FR-186 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2381,MOD-019,FR-187;ERR-019,ERR-019,FR-187,"Atomic split of AC-1867; FR-187 trace row supplies the module, API and contract context.",Stable error handling for FR-187,High,Error handling,OpenAPI `POST_api_v1_admin_search_reindex`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/admin/search/reindex (POST_api_v1_admin_search_reindex) for FR-187 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2382,MOD-019,FR-188;ERR-019,ERR-019,FR-188,"Atomic split of AC-1867; FR-188 trace row supplies the module, API and contract context.",Stable error handling for FR-188,High,Error handling,OpenAPI `GET_api_v1_admin_server_capabilities`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given GET /api/v1/admin/server-capabilities (GET_api_v1_admin_server_capabilities) for FR-188 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2383,MOD-019,FR-189;ERR-019,ERR-019,FR-189,"Atomic split of AC-1867; FR-189 trace row supplies the module, API and contract context.",Stable error handling for FR-189,High,Error handling,OpenAPI `GET_api_v1_admin_storage`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given GET /api/v1/admin/storage (GET_api_v1_admin_storage) for FR-189 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2384,MOD-019,FR-190;ERR-019,ERR-019,FR-190,"Atomic split of AC-1867; FR-190 trace row supplies the module, API and contract context.",Stable error handling for FR-190,High,Error handling,OpenAPI `GET_api_v1_departments`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given GET /api/v1/departments (GET_api_v1_departments) for FR-190 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2385,MOD-019,FR-191;ERR-019,ERR-019,FR-191,"Atomic split of AC-1867; FR-191 trace row supplies the module, API and contract context.",Stable error handling for FR-191,High,Error handling,OpenAPI `POST_api_v1_departments`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/departments (POST_api_v1_departments) for FR-191 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2386,MOD-019,FR-192;ERR-019,ERR-019,FR-192,"Atomic split of AC-1867; FR-192 trace row supplies the module, API and contract context.",Stable error handling for FR-192,High,Error handling,OpenAPI `GET_api_v1_departments_tree`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given GET /api/v1/departments/tree (GET_api_v1_departments_tree) for FR-192 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2387,MOD-019,FR-193;ERR-019,ERR-019,FR-193,"Atomic split of AC-1867; FR-193 trace row supplies the module, API and contract context.",Stable error handling for FR-193,High,Error handling,OpenAPI `DELETE_api_v1_departments_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given DELETE /api/v1/departments/{id} (DELETE_api_v1_departments_id) for FR-193 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2388,MOD-019,FR-194;ERR-019,ERR-019,FR-194,"Atomic split of AC-1867; FR-194 trace row supplies the module, API and contract context.",Stable error handling for FR-194,High,Error handling,OpenAPI `GET_api_v1_departments_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given GET /api/v1/departments/{id} (GET_api_v1_departments_id) for FR-194 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2389,MOD-019,FR-195;ERR-019,ERR-019,FR-195,"Atomic split of AC-1867; FR-195 trace row supplies the module, API and contract context.",Stable error handling for FR-195,High,Error handling,OpenAPI `PATCH_api_v1_departments_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given PATCH /api/v1/departments/{id} (PATCH_api_v1_departments_id) for FR-195 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2390,MOD-019,FR-196;ERR-019,ERR-019,FR-196,"Atomic split of AC-1867; FR-196 trace row supplies the module, API and contract context.",Stable error handling for FR-196,High,Error handling,OpenAPI `POST_api_v1_departments_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/departments/{id}/archive (POST_api_v1_departments_id_archive) for FR-196 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2391,MOD-019,FR-197;ERR-019,ERR-019,FR-197,"Atomic split of AC-1867; FR-197 trace row supplies the module, API and contract context.",Stable error handling for FR-197,High,Error handling,OpenAPI `PUT_api_v1_departments_id_managers`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given PUT /api/v1/departments/{id}/managers (PUT_api_v1_departments_id_managers) for FR-197 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2392,MOD-019,FR-198;ERR-019,ERR-019,FR-198,"Atomic split of AC-1867; FR-198 trace row supplies the module, API and contract context.",Stable error handling for FR-198,High,Error handling,OpenAPI `POST_api_v1_departments_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/departments/{id}/restore (POST_api_v1_departments_id_restore) for FR-198 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2393,MOD-019,FR-199;ERR-019,ERR-019,FR-199,"Atomic split of AC-1867; FR-199 trace row supplies the module, API and contract context.",Stable error handling for FR-199,High,Error handling,OpenAPI `POST_api_v1_departments_id_unarchive`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/departments/{id}/unarchive (POST_api_v1_departments_id_unarchive) for FR-199 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2394,MOD-019,FR-200;ERR-019,ERR-019,FR-200,"Atomic split of AC-1867; FR-200 trace row supplies the module, API and contract context.",Stable error handling for FR-200,High,Error handling,OpenAPI `GET_api_v1_devices`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given GET /api/v1/devices (GET_api_v1_devices) for FR-200 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2395,MOD-019,FR-201;ERR-019,ERR-019,FR-201,"Atomic split of AC-1867; FR-201 trace row supplies the module, API and contract context.",Stable error handling for FR-201,High,Error handling,OpenAPI `GET_api_v1_devices_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given GET /api/v1/devices/{id} (GET_api_v1_devices_id) for FR-201 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2396,MOD-019,FR-202;ERR-019,ERR-019,FR-202,"Atomic split of AC-1867; FR-202 trace row supplies the module, API and contract context.",Stable error handling for FR-202,High,Error handling,OpenAPI `PATCH_api_v1_devices_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given PATCH /api/v1/devices/{id} (PATCH_api_v1_devices_id) for FR-202 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2397,MOD-019,FR-203;ERR-019,ERR-019,FR-203,"Atomic split of AC-1867; FR-203 trace row supplies the module, API and contract context.",Stable error handling for FR-203,High,Error handling,OpenAPI `POST_api_v1_devices_id_heartbeat`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/devices/{id}/heartbeat (POST_api_v1_devices_id_heartbeat) for FR-203 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2398,MOD-019,FR-204;ERR-019,ERR-019,FR-204,"Atomic split of AC-1867; FR-204 trace row supplies the module, API and contract context.",Stable error handling for FR-204,High,Error handling,OpenAPI `POST_api_v1_devices_id_revoke`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/devices/{id}/revoke (POST_api_v1_devices_id_revoke) for FR-204 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2399,MOD-019,FR-205;ERR-019,ERR-019,FR-205,"Atomic split of AC-1867; FR-205 trace row supplies the module, API and contract context.",Stable error handling for FR-205,High,Error handling,OpenAPI `GET_api_v1_network_resources`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given GET /api/v1/network-resources (GET_api_v1_network_resources) for FR-205 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2400,MOD-019,FR-206;ERR-019,ERR-019,FR-206,"Atomic split of AC-1867; FR-206 trace row supplies the module, API and contract context.",Stable error handling for FR-206,High,Error handling,OpenAPI `POST_api_v1_network_resources`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/network-resources (POST_api_v1_network_resources) for FR-206 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2401,MOD-019,FR-207;ERR-019,ERR-019,FR-207,"Atomic split of AC-1867; FR-207 trace row supplies the module, API and contract context.",Stable error handling for FR-207,High,Error handling,OpenAPI `PATCH_api_v1_network_resources_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given PATCH /api/v1/network-resources/{id} (PATCH_api_v1_network_resources_id) for FR-207 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2402,MOD-019,FR-208;ERR-019,ERR-019,FR-208,"Atomic split of AC-1867; FR-208 trace row supplies the module, API and contract context.",Stable error handling for FR-208,High,Error handling,OpenAPI `POST_api_v1_network_resources_id_probe`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/network-resources/{id}/probe (POST_api_v1_network_resources_id_probe) for FR-208 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2403,MOD-019,FR-209;ERR-019,ERR-019,FR-209,"Atomic split of AC-1867; FR-209 trace row supplies the module, API and contract context.",Stable error handling for FR-209,High,Error handling,OpenAPI `GET_health_details`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given GET /health/details (GET_health_details) for FR-209 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2404,MOD-019,FR-210;ERR-019,ERR-019,FR-210,"Atomic split of AC-1867; FR-210 trace row supplies the module, API and contract context.",Stable error handling for FR-210,High,Error handling,OpenAPI `GET_api_v1_permissions`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given GET /api/v1/permissions (GET_api_v1_permissions) for FR-210 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2405,MOD-019,FR-211;ERR-019,ERR-019,FR-211,"Atomic split of AC-1867; FR-211 trace row supplies the module, API and contract context.",Stable error handling for FR-211,High,Error handling,OpenAPI `GET_api_v1_project_roles`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given GET /api/v1/project-roles (GET_api_v1_project_roles) for FR-211 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2406,MOD-019,FR-212;ERR-019,ERR-019,FR-212,"Atomic split of AC-1867; FR-212 trace row supplies the module, API and contract context.",Stable error handling for FR-212,High,Error handling,OpenAPI `PUT_api_v1_project_roles_id_permissions`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given PUT /api/v1/project-roles/{id}/permissions (PUT_api_v1_project_roles_id_permissions) for FR-212 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2407,MOD-019,FR-213;ERR-019,ERR-019,FR-213,"Atomic split of AC-1867; FR-213 trace row supplies the module, API and contract context.",Stable error handling for FR-213,High,Error handling,OpenAPI `GET_api_v1_roles`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given GET /api/v1/roles (GET_api_v1_roles) for FR-213 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2408,MOD-019,FR-214;ERR-019,ERR-019,FR-214,"Atomic split of AC-1867; FR-214 trace row supplies the module, API and contract context.",Stable error handling for FR-214,High,Error handling,OpenAPI `POST_api_v1_roles`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/roles (POST_api_v1_roles) for FR-214 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2409,MOD-019,FR-215;ERR-019,ERR-019,FR-215,"Atomic split of AC-1867; FR-215 trace row supplies the module, API and contract context.",Stable error handling for FR-215,High,Error handling,OpenAPI `DELETE_api_v1_roles_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given DELETE /api/v1/roles/{id} (DELETE_api_v1_roles_id) for FR-215 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2410,MOD-019,FR-216;ERR-019,ERR-019,FR-216,"Atomic split of AC-1867; FR-216 trace row supplies the module, API and contract context.",Stable error handling for FR-216,High,Error handling,OpenAPI `GET_api_v1_roles_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given GET /api/v1/roles/{id} (GET_api_v1_roles_id) for FR-216 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2411,MOD-019,FR-217;ERR-019,ERR-019,FR-217,"Atomic split of AC-1867; FR-217 trace row supplies the module, API and contract context.",Stable error handling for FR-217,High,Error handling,OpenAPI `PATCH_api_v1_roles_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given PATCH /api/v1/roles/{id} (PATCH_api_v1_roles_id) for FR-217 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2412,MOD-019,FR-218;ERR-019,ERR-019,FR-218,"Atomic split of AC-1867; FR-218 trace row supplies the module, API and contract context.",Stable error handling for FR-218,High,Error handling,OpenAPI `POST_api_v1_roles_id_activate`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/roles/{id}/activate (POST_api_v1_roles_id_activate) for FR-218 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2413,MOD-019,FR-219;ERR-019,ERR-019,FR-219,"Atomic split of AC-1867; FR-219 trace row supplies the module, API and contract context.",Stable error handling for FR-219,High,Error handling,OpenAPI `PUT_api_v1_roles_id_permissions`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given PUT /api/v1/roles/{id}/permissions (PUT_api_v1_roles_id_permissions) for FR-219 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2414,MOD-019,FR-220;ERR-019,ERR-019,FR-220,"Atomic split of AC-1867; FR-220 trace row supplies the module, API and contract context.",Stable error handling for FR-220,High,Error handling,OpenAPI `PUT_api_v1_users_id_roles`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given PUT /api/v1/users/{id}/roles (PUT_api_v1_users_id_roles) for FR-220 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2415,MOD-019,FR-221;ERR-019,ERR-019,FR-221,"Atomic split of AC-1867; FR-221 trace row supplies the module, API and contract context.",Stable error handling for FR-221,High,Error handling,OpenAPI `GET_api_v1_users`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given GET /api/v1/users (GET_api_v1_users) for FR-221 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2416,MOD-019,FR-222;ERR-019,ERR-019,FR-222,"Atomic split of AC-1867; FR-222 trace row supplies the module, API and contract context.",Stable error handling for FR-222,High,Error handling,OpenAPI `POST_api_v1_users`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/users (POST_api_v1_users) for FR-222 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2417,MOD-019,FR-223;ERR-019,ERR-019,FR-223,"Atomic split of AC-1867; FR-223 trace row supplies the module, API and contract context.",Stable error handling for FR-223,High,Error handling,OpenAPI `GET_api_v1_users_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given GET /api/v1/users/{id} (GET_api_v1_users_id) for FR-223 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2418,MOD-019,FR-224;ERR-019,ERR-019,FR-224,"Atomic split of AC-1867; FR-224 trace row supplies the module, API and contract context.",Stable error handling for FR-224,High,Error handling,OpenAPI `PATCH_api_v1_users_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given PATCH /api/v1/users/{id} (PATCH_api_v1_users_id) for FR-224 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2419,MOD-019,FR-225;ERR-019,ERR-019,FR-225,"Atomic split of AC-1867; FR-225 trace row supplies the module, API and contract context.",Stable error handling for FR-225,High,Error handling,OpenAPI `POST_api_v1_users_id_activate`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/users/{id}/activate (POST_api_v1_users_id_activate) for FR-225 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2420,MOD-019,FR-226;ERR-019,ERR-019,FR-226,"Atomic split of AC-1867; FR-226 trace row supplies the module, API and contract context.",Stable error handling for FR-226,High,Error handling,OpenAPI `POST_api_v1_users_id_block`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/users/{id}/block (POST_api_v1_users_id_block) for FR-226 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2421,MOD-019,FR-227;ERR-019,ERR-019,FR-227,"Atomic split of AC-1867; FR-227 trace row supplies the module, API and contract context.",Stable error handling for FR-227,High,Error handling,OpenAPI `POST_api_v1_users_id_deactivate`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/users/{id}/deactivate (POST_api_v1_users_id_deactivate) for FR-227 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2422,MOD-019,FR-228;ERR-019,ERR-019,FR-228,"Atomic split of AC-1867; FR-228 trace row supplies the module, API and contract context.",Stable error handling for FR-228,High,Error handling,OpenAPI `GET_api_v1_users_id_effective_permissions`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given GET /api/v1/users/{id}/effective-permissions (GET_api_v1_users_id_effective_permissions) for FR-228 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2423,MOD-019,FR-229;ERR-019,ERR-019,FR-229,"Atomic split of AC-1867; FR-229 trace row supplies the module, API and contract context.",Stable error handling for FR-229,High,Error handling,OpenAPI `POST_api_v1_users_id_reactivate`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/users/{id}/reactivate (POST_api_v1_users_id_reactivate) for FR-229 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2424,MOD-019,FR-230;ERR-019,ERR-019,FR-230,"Atomic split of AC-1867; FR-230 trace row supplies the module, API and contract context.",Stable error handling for FR-230,High,Error handling,OpenAPI `POST_api_v1_users_id_unblock`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-019,"Given POST /api/v1/users/{id}/unblock (POST_api_v1_users_id_unblock) for FR-230 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2425,MOD-019,FR-265;ERR-019,ERR-019,FR-265,"Atomic split of AC-1867; FR-265 trace row supplies the module, API and contract context.",Stable error handling for FR-265,High,Error handling,Stage 2.3.1 OpenAPI 1.2.0-stage2.3; Stage 3.5 UX baseline; Stage 4.3 remediation; cross-cutting requirement ERR-019,"Given Desktop-only; использует существующие read/command API при необходимости for FR-265 returns FORBIDDEN
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-1868,MOD-020,FR-231;ERR-020,ERR-020,FR-231,"Atomic split of AC-1868; FR-231 trace row supplies the module, API and contract context.",Stable error handling for FR-231,High,Error handling,OpenAPI `GET_api_v1_realtime_negotiate`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-020,"Given GET /api/v1/realtime/negotiate (GET_api_v1_realtime_negotiate) for FR-231 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2426,MOD-020,FR-232;ERR-020,ERR-020,FR-232,"Atomic split of AC-1868; FR-232 trace row supplies the module, API and contract context.",Stable error handling for FR-232,High,Error handling,OpenAPI `POST_api_v1_sync_ack`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-020,"Given POST /api/v1/sync/ack (POST_api_v1_sync_ack) for FR-232 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2427,MOD-020,FR-233;ERR-020,ERR-020,FR-233,"Atomic split of AC-1868; FR-233 trace row supplies the module, API and contract context.",Stable error handling for FR-233,High,Error handling,OpenAPI `POST_api_v1_sync_bootstrap`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-020,"Given POST /api/v1/sync/bootstrap (POST_api_v1_sync_bootstrap) for FR-233 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2428,MOD-020,FR-234;ERR-020,ERR-020,FR-234,"Atomic split of AC-1868; FR-234 trace row supplies the module, API and contract context.",Stable error handling for FR-234,High,Error handling,OpenAPI `GET_api_v1_sync_changes`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-020,"Given GET /api/v1/sync/changes (GET_api_v1_sync_changes) for FR-234 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
