AC ID,Owner,Module,Unique ID,Valid owner,Given,When,Then,Nonempty result,Known references,No duplicate,No cyclic replacement,No deprecated,Known permission/error/UX,Definite wording,Single Then block,Single behavior,Result,Evidence
AC-1912,DATA-002,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-012; automated deterministic structural gate
AC-2337,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-153; automated deterministic structural gate
AC-2338,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-154; automated deterministic structural gate
AC-2339,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-155; automated deterministic structural gate
AC-2340,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-156; automated deterministic structural gate
AC-2341,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-157; automated deterministic structural gate
AC-2342,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-158; automated deterministic structural gate
AC-2343,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-259; automated deterministic structural gate
AC-2344,ERR-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-160; automated deterministic structural gate
AC-2345,ERR-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-260; automated deterministic structural gate
AC-2346,ERR-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-275; automated deterministic structural gate
AC-2347,ERR-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-276; automated deterministic structural gate
AC-2348,ERR-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-277; automated deterministic structural gate
AC-2349,ERR-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-278; automated deterministic structural gate
AC-2350,ERR-015,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-162; automated deterministic structural gate
AC-2351,ERR-015,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-163; automated deterministic structural gate
AC-2352,ERR-015,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-164; automated deterministic structural gate
AC-2353,ERR-015,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-165; automated deterministic structural gate
AC-2354,ERR-015,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-261; automated deterministic structural gate
AC-2355,ERR-015,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-279; automated deterministic structural gate
AC-2356,ERR-016,MOD-016,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-167; automated deterministic structural gate
AC-2357,ERR-016,MOD-016,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-262; automated deterministic structural gate
AC-2358,ERR-017,MOD-017,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-169; automated deterministic structural gate
AC-2359,ERR-017,MOD-017,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-170; automated deterministic structural gate
AC-2360,ERR-017,MOD-017,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-263; automated deterministic structural gate
AC-2361,ERR-018,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-172; automated deterministic structural gate
AC-2362,ERR-018,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-173; automated deterministic structural gate
AC-2363,ERR-018,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-174; automated deterministic structural gate
AC-2364,ERR-018,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-175; automated deterministic structural gate
AC-2365,ERR-018,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-176; automated deterministic structural gate
AC-2366,ERR-018,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-264; automated deterministic structural gate
AC-2367,ERR-018,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-270; automated deterministic structural gate
AC-2368,ERR-018,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-271; automated deterministic structural gate
AC-2369,ERR-018,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-272; automated deterministic structural gate
AC-2370,ERR-018,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-273; automated deterministic structural gate
AC-2371,ERR-018,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-274; automated deterministic structural gate
AC-2372,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-178; automated deterministic structural gate
AC-2373,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-179; automated deterministic structural gate
AC-2374,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-180; automated deterministic structural gate
AC-2375,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-181; automated deterministic structural gate
AC-2376,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-182; automated deterministic structural gate
AC-2377,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-183; automated deterministic structural gate
AC-2378,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-184; automated deterministic structural gate
AC-2379,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-185; automated deterministic structural gate
AC-2380,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-186; automated deterministic structural gate
AC-2381,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-187; automated deterministic structural gate
AC-2382,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-188; automated deterministic structural gate
AC-2383,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-189; automated deterministic structural gate
AC-2384,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-190; automated deterministic structural gate
AC-2385,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-191; automated deterministic structural gate
AC-2386,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-192; automated deterministic structural gate
AC-2387,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-193; automated deterministic structural gate
AC-2388,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-194; automated deterministic structural gate
AC-2389,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-195; automated deterministic structural gate
AC-2390,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-196; automated deterministic structural gate
AC-2391,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-197; automated deterministic structural gate
AC-2392,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-198; automated deterministic structural gate
AC-2393,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-199; automated deterministic structural gate
AC-2394,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-200; automated deterministic structural gate
AC-2395,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-201; automated deterministic structural gate
AC-2396,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-202; automated deterministic structural gate
AC-2397,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-203; automated deterministic structural gate
AC-2398,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-204; automated deterministic structural gate
AC-2399,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-205; automated deterministic structural gate
AC-2400,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-206; automated deterministic structural gate
AC-2401,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-207; automated deterministic structural gate
AC-2402,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-208; automated deterministic structural gate
AC-2403,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-209; automated deterministic structural gate
AC-2404,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-210; automated deterministic structural gate
AC-2405,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-211; automated deterministic structural gate
AC-2406,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-212; automated deterministic structural gate
AC-2407,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-213; automated deterministic structural gate
AC-2408,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-214; automated deterministic structural gate
AC-2409,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-215; automated deterministic structural gate
AC-2410,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-216; automated deterministic structural gate
AC-2411,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-217; automated deterministic structural gate
AC-2412,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-218; automated deterministic structural gate
AC-2413,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-219; automated deterministic structural gate
AC-2414,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-220; automated deterministic structural gate
AC-2415,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-221; automated deterministic structural gate
AC-2416,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-222; automated deterministic structural gate
AC-2417,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-223; automated deterministic structural gate
AC-2418,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-224; automated deterministic structural gate
AC-2419,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-225; automated deterministic structural gate
AC-2420,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-226; automated deterministic structural gate
AC-2421,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-227; automated deterministic structural gate
AC-2422,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-228; automated deterministic structural gate
AC-2423,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-229; automated deterministic structural gate
AC-2424,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-230; automated deterministic structural gate
AC-2425,ERR-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-265; automated deterministic structural gate
AC-2426,ERR-020,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-232; automated deterministic structural gate
AC-2427,ERR-020,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-233; automated deterministic structural gate
AC-2428,ERR-020,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-234; automated deterministic structural gate
AC-2429,ERR-020,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-266; automated deterministic structural gate
AC-2430,ERR-020,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-267; automated deterministic structural gate
AC-2431,ERR-020,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-268; automated deterministic structural gate
AC-2432,ERR-021,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-236; automated deterministic structural gate
AC-2433,ERR-021,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-237; automated deterministic structural gate
AC-2434,ERR-021,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-238; automated deterministic structural gate
AC-2435,ERR-021,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-239; automated deterministic structural gate
AC-2436,ERR-021,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-240; automated deterministic structural gate
AC-2437,ERR-021,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-241; automated deterministic structural gate
AC-2438,ERR-021,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-269; automated deterministic structural gate
AC-2439,SYNC-001,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-002; automated deterministic structural gate
AC-2440,SYNC-001,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-003; automated deterministic structural gate
AC-2441,SYNC-001,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-004; automated deterministic structural gate
AC-2442,SYNC-001,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-005; automated deterministic structural gate
AC-2443,SYNC-001,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-006; automated deterministic structural gate
AC-2444,SYNC-001,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-007; automated deterministic structural gate
AC-2445,SYNC-001,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-008; automated deterministic structural gate
AC-2446,SYNC-001,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-009; automated deterministic structural gate
AC-2447,SYNC-001,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-010; automated deterministic structural gate
AC-2448,SYNC-001,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-242; automated deterministic structural gate
AC-2449,SYNC-002,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-012; automated deterministic structural gate
AC-2450,SYNC-002,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-013; automated deterministic structural gate
AC-2451,SYNC-002,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-014; automated deterministic structural gate
AC-2452,SYNC-002,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-015; automated deterministic structural gate
AC-2453,SYNC-002,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-016; automated deterministic structural gate
AC-2454,SYNC-002,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-243; automated deterministic structural gate
AC-2455,SYNC-002,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-244; automated deterministic structural gate
AC-2456,SYNC-002,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-245; automated deterministic structural gate
AC-2457,SYNC-003,MOD-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-246; automated deterministic structural gate
AC-2458,SYNC-004,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-019; automated deterministic structural gate
AC-2459,SYNC-004,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-020; automated deterministic structural gate
AC-2460,SYNC-004,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-021; automated deterministic structural gate
AC-2461,SYNC-004,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-022; automated deterministic structural gate
AC-2462,SYNC-004,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-023; automated deterministic structural gate
AC-2463,SYNC-004,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-024; automated deterministic structural gate
AC-2464,SYNC-004,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-025; automated deterministic structural gate
AC-2465,SYNC-004,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-247; automated deterministic structural gate
AC-2466,SYNC-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-027; automated deterministic structural gate
AC-2467,SYNC-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-028; automated deterministic structural gate
AC-2468,SYNC-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-029; automated deterministic structural gate
AC-2469,SYNC-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-030; automated deterministic structural gate
AC-2470,SYNC-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-031; automated deterministic structural gate
AC-2471,SYNC-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-032; automated deterministic structural gate
AC-2472,SYNC-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-033; automated deterministic structural gate
AC-2473,SYNC-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-034; automated deterministic structural gate
AC-2474,SYNC-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-035; automated deterministic structural gate
AC-2475,SYNC-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-036; automated deterministic structural gate
AC-2476,SYNC-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-037; automated deterministic structural gate
AC-2477,SYNC-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-038; automated deterministic structural gate
