AC ID,Categories,Module,One scenario,One expected result,Correct owner,Unambiguous test,No hidden tests,No FR/BR conflict,No duplicate,No MVP expansion,Known entities,Result,Evidence
AC-1917,stratified 10% remainder,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-243;DATA-002; scenario=Contract projection for FR-243
AC-2765,security audit,MOD-008,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-066;AUDIT-008; scenario=Audit evidence for FR-066
AC-2766,security audit,MOD-008,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-067;AUDIT-008; scenario=Audit evidence for FR-067
AC-2767,security audit,MOD-008,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-068;AUDIT-008; scenario=Audit evidence for FR-068
AC-2768,security audit,MOD-008,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-069;AUDIT-008; scenario=Audit evidence for FR-069
AC-2769,security audit,MOD-008,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-070;AUDIT-008; scenario=Audit evidence for FR-070
AC-2770,security audit,MOD-008,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-253;AUDIT-008; scenario=Audit evidence for FR-253
AC-2771,security audit,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-072;AUDIT-009; scenario=Audit evidence for FR-072
AC-2772,security audit,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-073;AUDIT-009; scenario=Audit evidence for FR-073
AC-2773,security audit,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-074;AUDIT-009; scenario=Audit evidence for FR-074
AC-2774,security audit,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-075;AUDIT-009; scenario=Audit evidence for FR-075
AC-2775,security audit,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-076;AUDIT-009; scenario=Audit evidence for FR-076
AC-2776,security audit,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-077;AUDIT-009; scenario=Audit evidence for FR-077
AC-2777,security audit,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-078;AUDIT-009; scenario=Audit evidence for FR-078
AC-2778,security audit,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-079;AUDIT-009; scenario=Audit evidence for FR-079
AC-2779,security audit,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-080;AUDIT-009; scenario=Audit evidence for FR-080
AC-2780,security audit,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-081;AUDIT-009; scenario=Audit evidence for FR-081
AC-2781,security audit,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-082;AUDIT-009; scenario=Audit evidence for FR-082
AC-2782,security audit,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-254;AUDIT-009; scenario=Audit evidence for FR-254
AC-2783,security audit,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-084;AUDIT-010; scenario=Audit evidence for FR-084
AC-2784,security audit,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-085;AUDIT-010; scenario=Audit evidence for FR-085
AC-2785,security audit,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-086;AUDIT-010; scenario=Audit evidence for FR-086
AC-2786,security audit,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-087;AUDIT-010; scenario=Audit evidence for FR-087
AC-2787,security audit,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-088;AUDIT-010; scenario=Audit evidence for FR-088
AC-2788,security audit,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-089;AUDIT-010; scenario=Audit evidence for FR-089
AC-2789,security audit,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-090;AUDIT-010; scenario=Audit evidence for FR-090
AC-2790,security audit,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-091;AUDIT-010; scenario=Audit evidence for FR-091
AC-2791,security audit,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-092;AUDIT-010; scenario=Audit evidence for FR-092
AC-2792,security audit,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-093;AUDIT-010; scenario=Audit evidence for FR-093
AC-2793,security audit,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-094;AUDIT-010; scenario=Audit evidence for FR-094
AC-2794,security audit,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-095;AUDIT-010; scenario=Audit evidence for FR-095
AC-2795,security audit,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-096;AUDIT-010; scenario=Audit evidence for FR-096
AC-2796,security audit,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-255;AUDIT-010; scenario=Audit evidence for FR-255
AC-2797,security audit,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-098;AUDIT-011; scenario=Audit evidence for FR-098
AC-2798,security audit,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-099;AUDIT-011; scenario=Audit evidence for FR-099
AC-2799,security audit,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-100;AUDIT-011; scenario=Audit evidence for FR-100
AC-2800,security audit,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-101;AUDIT-011; scenario=Audit evidence for FR-101
AC-2801,security audit,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-102;AUDIT-011; scenario=Audit evidence for FR-102
AC-2802,security audit,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-103;AUDIT-011; scenario=Audit evidence for FR-103
AC-2803,security audit,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-104;AUDIT-011; scenario=Audit evidence for FR-104
AC-2804,security audit,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-105;AUDIT-011; scenario=Audit evidence for FR-105
AC-2805,security audit,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-106;AUDIT-011; scenario=Audit evidence for FR-106
AC-2806,security audit,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-107;AUDIT-011; scenario=Audit evidence for FR-107
AC-2807,security audit,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-108;AUDIT-011; scenario=Audit evidence for FR-108
AC-2808,security audit,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-109;AUDIT-011; scenario=Audit evidence for FR-109
AC-2809,security audit,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-110;AUDIT-011; scenario=Audit evidence for FR-110
AC-2810,security audit,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-111;AUDIT-011; scenario=Audit evidence for FR-111
AC-2811,security audit,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-112;AUDIT-011; scenario=Audit evidence for FR-112
AC-2812,security audit,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-256;AUDIT-011; scenario=Audit evidence for FR-256
AC-2813,security audit,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-257;AUDIT-011; scenario=Audit evidence for FR-257
AC-2814,security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-114;AUDIT-012; scenario=Audit evidence for FR-114
AC-2815,security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-115;AUDIT-012; scenario=Audit evidence for FR-115
AC-2816,security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-116;AUDIT-012; scenario=Audit evidence for FR-116
AC-2817,security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-117;AUDIT-012; scenario=Audit evidence for FR-117
AC-2818,security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-118;AUDIT-012; scenario=Audit evidence for FR-118
AC-2819,security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-119;AUDIT-012; scenario=Audit evidence for FR-119
AC-2820,security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-120;AUDIT-012; scenario=Audit evidence for FR-120
AC-2821,security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-121;AUDIT-012; scenario=Audit evidence for FR-121
AC-2822,security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-122;AUDIT-012; scenario=Audit evidence for FR-122
AC-2823,security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-123;AUDIT-012; scenario=Audit evidence for FR-123
AC-2824,security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-124;AUDIT-012; scenario=Audit evidence for FR-124
AC-2825,security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-125;AUDIT-012; scenario=Audit evidence for FR-125
AC-2826,security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-126;AUDIT-012; scenario=Audit evidence for FR-126
AC-2827,security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-127;AUDIT-012; scenario=Audit evidence for FR-127
AC-2828,security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-128;AUDIT-012; scenario=Audit evidence for FR-128
AC-2829,security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-129;AUDIT-012; scenario=Audit evidence for FR-129
AC-2830,security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-130;AUDIT-012; scenario=Audit evidence for FR-130
AC-2831,security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-131;AUDIT-012; scenario=Audit evidence for FR-131
AC-2832,security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-132;AUDIT-012; scenario=Audit evidence for FR-132
AC-2833,security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-133;AUDIT-012; scenario=Audit evidence for FR-133
AC-2834,security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-134;AUDIT-012; scenario=Audit evidence for FR-134
AC-2835,security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-258;AUDIT-012; scenario=Audit evidence for FR-258
AC-2836,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-136;AUDIT-013; scenario=Audit evidence for FR-136
AC-2837,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-137;AUDIT-013; scenario=Audit evidence for FR-137
AC-2838,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-138;AUDIT-013; scenario=Audit evidence for FR-138
AC-2839,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-139;AUDIT-013; scenario=Audit evidence for FR-139
AC-2840,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-140;AUDIT-013; scenario=Audit evidence for FR-140
AC-2841,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-141;AUDIT-013; scenario=Audit evidence for FR-141
AC-2842,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-142;AUDIT-013; scenario=Audit evidence for FR-142
AC-2843,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-143;AUDIT-013; scenario=Audit evidence for FR-143
AC-2844,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-144;AUDIT-013; scenario=Audit evidence for FR-144
AC-2845,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-145;AUDIT-013; scenario=Audit evidence for FR-145
AC-2846,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-146;AUDIT-013; scenario=Audit evidence for FR-146
AC-2847,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-147;AUDIT-013; scenario=Audit evidence for FR-147
AC-2848,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-148;AUDIT-013; scenario=Audit evidence for FR-148
AC-2849,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-149;AUDIT-013; scenario=Audit evidence for FR-149
AC-2850,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-150;AUDIT-013; scenario=Audit evidence for FR-150
AC-2851,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-151;AUDIT-013; scenario=Audit evidence for FR-151
AC-2852,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-152;AUDIT-013; scenario=Audit evidence for FR-152
AC-2853,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-153;AUDIT-013; scenario=Audit evidence for FR-153
AC-2854,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-154;AUDIT-013; scenario=Audit evidence for FR-154
AC-2855,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-155;AUDIT-013; scenario=Audit evidence for FR-155
AC-2856,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-156;AUDIT-013; scenario=Audit evidence for FR-156
AC-2857,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-157;AUDIT-013; scenario=Audit evidence for FR-157
AC-2858,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-158;AUDIT-013; scenario=Audit evidence for FR-158
AC-2859,security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-259;AUDIT-013; scenario=Audit evidence for FR-259
AC-2860,OQ-003/MOD-014; security audit,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-160;AUDIT-014; scenario=Audit evidence for FR-160
AC-2861,OQ-003/MOD-014; security audit,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-260;AUDIT-014; scenario=Audit evidence for FR-260
AC-2862,OQ-003/MOD-014; security audit,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-275;AUDIT-014; scenario=Audit evidence for FR-275
AC-2863,OQ-003/MOD-014; security audit,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-276;AUDIT-014; scenario=Audit evidence for FR-276
AC-2864,OQ-003/MOD-014; security audit,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-277;AUDIT-014; scenario=Audit evidence for FR-277
AC-2865,OQ-003/MOD-014; security audit,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-278;AUDIT-014; scenario=Audit evidence for FR-278
AC-2866,security audit,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-162;AUDIT-015; scenario=Audit evidence for FR-162
AC-2867,security audit,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-163;AUDIT-015; scenario=Audit evidence for FR-163
AC-2868,security audit,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-164;AUDIT-015; scenario=Audit evidence for FR-164
AC-2869,security audit,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-165;AUDIT-015; scenario=Audit evidence for FR-165
AC-2870,security audit,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-261;AUDIT-015; scenario=Audit evidence for FR-261
AC-2871,security audit,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-279;AUDIT-015; scenario=Audit evidence for FR-279
AC-2872,security audit,MOD-016,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-167;AUDIT-016; scenario=Audit evidence for FR-167
AC-2873,security audit,MOD-016,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-262;AUDIT-016; scenario=Audit evidence for FR-262
AC-2874,security audit,MOD-017,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-169;AUDIT-017; scenario=Audit evidence for FR-169
AC-2875,security audit,MOD-017,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-170;AUDIT-017; scenario=Audit evidence for FR-170
AC-2876,security audit,MOD-017,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-263;AUDIT-017; scenario=Audit evidence for FR-263
AC-2877,security audit,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-172;AUDIT-018; scenario=Audit evidence for FR-172
AC-2878,security audit,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-173;AUDIT-018; scenario=Audit evidence for FR-173
AC-2879,security audit,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-174;AUDIT-018; scenario=Audit evidence for FR-174
AC-2880,security audit,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-175;AUDIT-018; scenario=Audit evidence for FR-175
AC-2881,security audit,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-176;AUDIT-018; scenario=Audit evidence for FR-176
AC-2882,security audit,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-264;AUDIT-018; scenario=Audit evidence for FR-264
AC-2883,security audit,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-270;AUDIT-018; scenario=Audit evidence for FR-270
AC-2884,security audit,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-271;AUDIT-018; scenario=Audit evidence for FR-271
AC-2885,security audit,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-272;AUDIT-018; scenario=Audit evidence for FR-272
AC-2886,security audit,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-273;AUDIT-018; scenario=Audit evidence for FR-273
AC-2887,security audit,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-274;AUDIT-018; scenario=Audit evidence for FR-274
AC-2888,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-178;AUDIT-019; scenario=Audit evidence for FR-178
AC-2889,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-179;AUDIT-019; scenario=Audit evidence for FR-179
AC-2890,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-180;AUDIT-019; scenario=Audit evidence for FR-180
AC-2891,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-181;AUDIT-019; scenario=Audit evidence for FR-181
AC-2892,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-182;AUDIT-019; scenario=Audit evidence for FR-182
AC-2893,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-183;AUDIT-019; scenario=Audit evidence for FR-183
AC-2894,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-184;AUDIT-019; scenario=Audit evidence for FR-184
AC-2895,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-185;AUDIT-019; scenario=Audit evidence for FR-185
AC-2896,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-186;AUDIT-019; scenario=Audit evidence for FR-186
AC-2897,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-187;AUDIT-019; scenario=Audit evidence for FR-187
AC-2898,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-188;AUDIT-019; scenario=Audit evidence for FR-188
AC-2899,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-189;AUDIT-019; scenario=Audit evidence for FR-189
AC-2900,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-190;AUDIT-019; scenario=Audit evidence for FR-190
AC-2901,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-191;AUDIT-019; scenario=Audit evidence for FR-191
AC-2902,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-192;AUDIT-019; scenario=Audit evidence for FR-192
