Matrix source row,Requirement,Type,Module,Requirement title,Resolution status,API operationId,API method,API path,Permission,Server handler planned,Screen Stage 3.5,FLOW Stage 3.5,Test type,Source evidence,Resolution rationale
wave-b.csv:265,AC-1588,AC,MOD-010,[STATE-007] Field contract: ProjectPatch.name respects type/required/nullable/limits/PATCH semantics,resolved,PATCH_api_v1_projects_id,PATCH,/api/v1/projects/{id},Project.Update,Task.Application.MOD-010.PATCH_api_v1_projects_idHandler,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:265 Source='dto_field_catalog.csv:ProjectPatch.name; openapi.yaml operation PATCH_api_v1_projects_id'; openapi.yaml operationId PATCH_api_v1_projects_id = PATCH /api/v1/projects/{id}; traceability 4.5 FR-087 Permission=Project.Update,Source field of the matrix row confirms operationId PATCH_api_v1_projects_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-087.
wave-b.csv:266,AC-1589,AC,MOD-010,[STATE-007] Field contract: ProjectCreate.description respects type/required/nullable/limits/PATCH semantics,resolved,POST_api_v1_projects,POST,/api/v1/projects,Project.Create,Task.Application.MOD-010.POST_api_v1_projectsHandler,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:266 Source='dto_field_catalog.csv:ProjectCreate.description; openapi.yaml operation POST_api_v1_projects'; openapi.yaml operationId POST_api_v1_projects = POST /api/v1/projects; traceability 4.5 FR-084 Permission=Project.Create,Source field of the matrix row confirms operationId POST_api_v1_projects; method and path verified in openapi.yaml; permission confirmed via traceability FR-084.
wave-b.csv:267,AC-1590,AC,MOD-010,[STATE-007] Field contract: ProjectPatch.description respects type/required/nullable/limits/PATCH semantics,resolved,PATCH_api_v1_projects_id,PATCH,/api/v1/projects/{id},Project.Update,Task.Application.MOD-010.PATCH_api_v1_projects_idHandler,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:267 Source='dto_field_catalog.csv:ProjectPatch.description; openapi.yaml operation PATCH_api_v1_projects_id'; openapi.yaml operationId PATCH_api_v1_projects_id = PATCH /api/v1/projects/{id}; traceability 4.5 FR-087 Permission=Project.Update,Source field of the matrix row confirms operationId PATCH_api_v1_projects_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-087.
wave-b.csv:268,AC-1591,AC,MOD-010,[STATE-007] Field contract: ProjectCreate.status respects type/required/nullable/limits/PATCH semantics,resolved,POST_api_v1_projects,POST,/api/v1/projects,Project.Create,Task.Application.MOD-010.POST_api_v1_projectsHandler,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:268 Source='dto_field_catalog.csv:ProjectCreate.status; openapi.yaml operation POST_api_v1_projects'; openapi.yaml operationId POST_api_v1_projects = POST /api/v1/projects; traceability 4.5 FR-084 Permission=Project.Create,Source field of the matrix row confirms operationId POST_api_v1_projects; method and path verified in openapi.yaml; permission confirmed via traceability FR-084.
wave-b.csv:269,AC-1592,AC,MOD-010,[STATE-007] Field contract: ProjectMemberCreate.status respects type/required/nullable/limits/PATCH semantics,resolved,POST_api_v1_projects_id_members,POST,/api/v1/projects/{id}/members,Project.ManageMembers,Task.Application.MOD-010.POST_api_v1_projects_id_membersHandler,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:269 Source='dto_field_catalog.csv:ProjectMemberCreate.status; openapi.yaml operation POST_api_v1_projects_id_members'; openapi.yaml operationId POST_api_v1_projects_id_members = POST /api/v1/projects/{id}/members; traceability 4.5 FR-090 Permission=Project.ManageMembers,Source field of the matrix row confirms operationId POST_api_v1_projects_id_members; method and path verified in openapi.yaml; permission confirmed via traceability FR-090.
wave-b.csv:270,AC-1593,AC,MOD-010,[STATE-007] Field contract: ProjectMemberPatch.status respects type/required/nullable/limits/PATCH semantics,resolved,PATCH_api_v1_projects_id_members_userId,PATCH,/api/v1/projects/{id}/members/{userId},Project.ManageMembers,Task.Application.MOD-010.PATCH_api_v1_projects_id_members_userIdHandler,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:270 Source='dto_field_catalog.csv:ProjectMemberPatch.status; openapi.yaml operation PATCH_api_v1_projects_id_members_userId'; openapi.yaml operationId PATCH_api_v1_projects_id_members_userId = PATCH /api/v1/projects/{id}/members/{userId}; traceability 4.5 FR-092 Permission=Project.ManageMembers,Source field of the matrix row confirms operationId PATCH_api_v1_projects_id_members_userId; method and path verified in openapi.yaml; permission confirmed via traceability FR-092.
wave-b.csv:271,AC-1594,AC,MOD-010,[STATE-007] Field contract: ProjectPatch.status respects type/required/nullable/limits/PATCH semantics,resolved,PATCH_api_v1_projects_id,PATCH,/api/v1/projects/{id},Project.Update,Task.Application.MOD-010.PATCH_api_v1_projects_idHandler,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:271 Source='dto_field_catalog.csv:ProjectPatch.status; openapi.yaml operation PATCH_api_v1_projects_id'; openapi.yaml operationId PATCH_api_v1_projects_id = PATCH /api/v1/projects/{id}; traceability 4.5 FR-087 Permission=Project.Update,Source field of the matrix row confirms operationId PATCH_api_v1_projects_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-087.
wave-b.csv:272,AC-1595,AC,MOD-010,[STATE-007] Field contract: ProjectMemberCreate.projectId respects type/required/nullable/limits/PATCH semantics,resolved,POST_api_v1_projects_id_members,POST,/api/v1/projects/{id}/members,Project.ManageMembers,Task.Application.MOD-010.POST_api_v1_projects_id_membersHandler,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:272 Source='dto_field_catalog.csv:ProjectMemberCreate.projectId; openapi.yaml operation POST_api_v1_projects_id_members'; openapi.yaml operationId POST_api_v1_projects_id_members = POST /api/v1/projects/{id}/members; traceability 4.5 FR-090 Permission=Project.ManageMembers,Source field of the matrix row confirms operationId POST_api_v1_projects_id_members; method and path verified in openapi.yaml; permission confirmed via traceability FR-090.
wave-b.csv:273,AC-1596,AC,MOD-010,[STATE-007] Field contract: ProjectMemberPatch.projectId respects type/required/nullable/limits/PATCH semantics,resolved,PATCH_api_v1_projects_id_members_userId,PATCH,/api/v1/projects/{id}/members/{userId},Project.ManageMembers,Task.Application.MOD-010.PATCH_api_v1_projects_id_members_userIdHandler,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:273 Source='dto_field_catalog.csv:ProjectMemberPatch.projectId; openapi.yaml operation PATCH_api_v1_projects_id_members_userId'; openapi.yaml operationId PATCH_api_v1_projects_id_members_userId = PATCH /api/v1/projects/{id}/members/{userId}; traceability 4.5 FR-092 Permission=Project.ManageMembers,Source field of the matrix row confirms operationId PATCH_api_v1_projects_id_members_userId; method and path verified in openapi.yaml; permission confirmed via traceability FR-092.
wave-b.csv:274,AC-1597,AC,MOD-010,[STATE-007] Field contract: (query parameters).status respects type/required/nullable/limits/PATCH semantics,resolved,GET_api_v1_projects_id_members,GET,/api/v1/projects/{id}/members,Project.ManageMembers,Task.Application.MOD-010.GET_api_v1_projects_id_membersHandler,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:274 Source='openapi.yaml#/paths//api/v1/projects/{id}/members/get/parameters/status' (exact OpenAPI path+method of the parameter); openapi.yaml maps GET /api/v1/projects/{id}/members to operationId GET_api_v1_projects_id_members; traceability 4.5 FR-089 Permission=Project.ManageMembers,Matrix row Source references the exact path+method in openapi.yaml; operationId GET_api_v1_projects_id_members resolved from openapi.yaml at that path; permission confirmed via traceability FR-089.
wave-b.csv:275,AC-1598,AC,MOD-010,[STATE-007/Archived (Stage 3.5 State Matrix)] Field contract: ArchiveRequest.status respects type/required/nullable/limits/PATCH semantics,resolved,POST_api_v1_projects_id_archive,POST,/api/v1/projects/{id}/archive,Project.Archive,Task.Application.MOD-010.POST_api_v1_projects_id_archiveHandler,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:275 Source='dto_field_catalog.csv:Project.status; openapi.yaml operation POST_api_v1_projects_id_archive'; openapi.yaml operationId POST_api_v1_projects_id_archive = POST /api/v1/projects/{id}/archive; traceability 4.5 FR-088 Permission=Project.Archive,Source field of the matrix row confirms operationId POST_api_v1_projects_id_archive; method and path verified in openapi.yaml; permission confirmed via traceability FR-088.
wave-b.csv:276,AC-1599,AC,MOD-010,[STATE-007] Field contract: PermissionCodes.status respects type/required/nullable/limits/PATCH semantics,resolved,PUT_api_v1_project_roles_id_permissions,PUT,/api/v1/project-roles/{id}/permissions,Role.Manage,Task.Application.MOD-010.PUT_api_v1_project_roles_id_permissionsHandler,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:276 Source='dto_field_catalog.csv:ProjectRole.status; openapi.yaml operation PUT_api_v1_project_roles_id_permissions'; openapi.yaml operationId PUT_api_v1_project_roles_id_permissions = PUT /api/v1/project-roles/{id}/permissions; traceability 4.5 FR-212 Permission=Role.Manage,Source field of the matrix row confirms operationId PUT_api_v1_project_roles_id_permissions; method and path verified in openapi.yaml; permission confirmed via traceability FR-212.
wave-b.csv:277,AC-1600,AC,MOD-010,[STATE-007] Field contract: PermissionOverrides.status respects type/required/nullable/limits/PATCH semantics,resolved,PUT_api_v1_projects_id_members_userId_overrides,PUT,/api/v1/projects/{id}/members/{userId}/overrides,Project.ManageMembers,Task.Application.MOD-010.PUT_api_v1_projects_id_members_userId_overridesHandler,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:277 Source='dto_field_catalog.csv:ProjectMember.status; openapi.yaml operation PUT_api_v1_projects_id_members_userId_overrides'; openapi.yaml operationId PUT_api_v1_projects_id_members_userId_overrides = PUT /api/v1/projects/{id}/members/{userId}/overrides; traceability 4.5 FR-093 Permission=Project.ManageMembers,Source field of the matrix row confirms operationId PUT_api_v1_projects_id_members_userId_overrides; method and path verified in openapi.yaml; permission confirmed via traceability FR-093.
wave-b.csv:278,AC-1601,AC,MOD-010,[STATE-007/Trashed (Stage 3.5 State Matrix)] Field contract: RestoreRequest.status respects type/required/nullable/limits/PATCH semantics,resolved,POST_api_v1_projects_id_restore,POST,/api/v1/projects/{id}/restore,Project.Restore,Task.Application.MOD-010.POST_api_v1_projects_id_restoreHandler,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:278 Source='dto_field_catalog.csv:Project.status; openapi.yaml operation POST_api_v1_projects_id_restore'; openapi.yaml operationId POST_api_v1_projects_id_restore = POST /api/v1/projects/{id}/restore; traceability 4.5 FR-094 Permission=Project.Restore,Source field of the matrix row confirms operationId POST_api_v1_projects_id_restore; method and path verified in openapi.yaml; permission confirmed via traceability FR-094.
wave-b.csv:279,AC-1602,AC,MOD-010,[STATE-007] Field contract: TransferOwnershipRequest.status respects type/required/nullable/limits/PATCH semantics,resolved,POST_api_v1_projects_id_transfer_ownership,POST,/api/v1/projects/{id}/transfer-ownership,Project.TransferOwnership,Task.Application.MOD-010.POST_api_v1_projects_id_transfer_ownershipHandler,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:279 Source='dto_field_catalog.csv:Project.status; openapi.yaml operation POST_api_v1_projects_id_transfer_ownership'; openapi.yaml operationId POST_api_v1_projects_id_transfer_ownership = POST /api/v1/projects/{id}/transfer-ownership; traceability 4.5 FR-095 Permission=Project.TransferOwnership,Source field of the matrix row confirms operationId POST_api_v1_projects_id_transfer_ownership; method and path verified in openapi.yaml; permission confirmed via traceability FR-095.
wave-b.csv:280,AC-1603,AC,MOD-010,[STATE-007] Field contract: —.status respects type/required/nullable/limits/PATCH semantics,resolved,GET_api_v1_projects_id,GET,/api/v1/projects/{id},Project.Read,Task.Application.MOD-010.GET_api_v1_projects_idHandler,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:280 Source='dto_field_catalog.csv:Project.status; openapi.yaml operation GET_api_v1_projects_id'; openapi.yaml operationId GET_api_v1_projects_id = GET /api/v1/projects/{id}; traceability 4.5 FR-086 Permission=Project.Read,Source field of the matrix row confirms operationId GET_api_v1_projects_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-086.
