Requirement,Type,Module,Module name,Requirement title,API operationId,API path (method),Permission,Server handler (planned),Screen (Stage 3.5),FLOW (Stage 3.5),Acceptance criteria (AC),Test type,Priority,Source
AC-487,AC,MOD-009,Календарь,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,DELETE_api_v1_calendar_events_id,DELETE /api/v1/calendar-events/{id},CalendarEvent.Delete,OrganizerController.DELETE_api_v1_calendar_events_id,SCR-040 Календарь; SCR-041 Календарь: день; SCR-042 Календарь: неделя; SCR-043 Календарь: месяц; SCR-044 Редактор CalendarEvent; SCR-045 Фильтры календаря; SCR-046 Предупреждение overlap; SCR-047 Conflict после drag/resize,FLOW-027 Перемещение в корзину,,Security/session,Critical,OpenAPI `DELETE_api_v1_calendar_events_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-488,AC,MOD-009,Календарь,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая If-Match не приводит к overwrite,DELETE_api_v1_calendar_events_id,DELETE /api/v1/calendar-events/{id},CalendarEvent.Delete,OrganizerController.DELETE_api_v1_calendar_events_id,SCR-040 Календарь; SCR-041 Календарь: день; SCR-042 Календарь: неделя; SCR-043 Календарь: месяц; SCR-044 Редактор CalendarEvent; SCR-045 Фильтры календаря; SCR-046 Предупреждение overlap; SCR-047 Conflict после drag/resize,FLOW-027 Перемещение в корзину,,Concurrency/integration,Critical,OpenAPI `DELETE_api_v1_calendar_events_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-489,AC,MOD-009,Календарь,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Переместить календарное событие в корзину не ставится в offline queue,DELETE_api_v1_calendar_events_id,DELETE /api/v1/calendar-events/{id},CalendarEvent.Delete,OrganizerController.DELETE_api_v1_calendar_events_id,SCR-040 Календарь; SCR-041 Календарь: день; SCR-042 Календарь: неделя; SCR-043 Календарь: месяц; SCR-044 Редактор CalendarEvent; SCR-045 Фильтры календаря; SCR-046 Предупреждение overlap; SCR-047 Conflict после drag/resize,FLOW-027 Перемещение в корзину,,Desktop/resilience,Critical,OpenAPI `DELETE_api_v1_calendar_events_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-490,AC,MOD-009,Календарь,[Trashed (Stage 3.5 State Matrix)] Удалённый объект: команда не применяется к trashed target и не создаёт новый объект,DELETE_api_v1_calendar_events_id,DELETE /api/v1/calendar-events/{id},CalendarEvent.Delete,OrganizerController.DELETE_api_v1_calendar_events_id,SCR-040 Календарь; SCR-041 Календарь: день; SCR-042 Календарь: неделя; SCR-043 Календарь: месяц; SCR-044 Редактор CalendarEvent; SCR-045 Фильтры календаря; SCR-046 Предупреждение overlap; SCR-047 Conflict после drag/resize,FLOW-027 Перемещение в корзину,,Lifecycle/integration,High,OpenAPI `DELETE_api_v1_calendar_events_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-491,AC,MOD-009,Календарь,Happy path: Получить календарное событие,GET_api_v1_calendar_events_id,GET /api/v1/calendar-events/{id},Calendar.Read,OrganizerController.GET_api_v1_calendar_events_id,SCR-044 Редактор CalendarEvent,FLOW-031 Создание CalendarEvent; FLOW-032 Drag/resize календаря,,Contract/integration,High,OpenAPI `GET_api_v1_calendar_events_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-492,AC,MOD-009,Календарь,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Получить календарное событие не выполняется и данные не раскрываются,GET_api_v1_calendar_events_id,GET /api/v1/calendar-events/{id},Calendar.Read,OrganizerController.GET_api_v1_calendar_events_id,SCR-044 Редактор CalendarEvent,FLOW-031 Создание CalendarEvent; FLOW-032 Drag/resize календаря,,Security/authorization,Critical,OpenAPI `GET_api_v1_calendar_events_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-493,AC,MOD-009,Календарь,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,GET_api_v1_calendar_events_id,GET /api/v1/calendar-events/{id},Calendar.Read,OrganizerController.GET_api_v1_calendar_events_id,SCR-044 Редактор CalendarEvent,FLOW-031 Создание CalendarEvent; FLOW-032 Drag/resize календаря,,Security/session,Critical,OpenAPI `GET_api_v1_calendar_events_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-494,AC,MOD-009,Календарь,Happy path: Изменить календарное событие,PATCH_api_v1_calendar_events_id,PATCH /api/v1/calendar-events/{id},CalendarEvent.Update,OrganizerController.PATCH_api_v1_calendar_events_id,SCR-044 Редактор CalendarEvent; SCR-047 Conflict после drag/resize,FLOW-032 Drag/resize календаря,,Contract/integration,Critical,OpenAPI `PATCH_api_v1_calendar_events_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-495,AC,MOD-009,Календарь,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Изменить календарное событие не выполняется и данные не раскрываются,PATCH_api_v1_calendar_events_id,PATCH /api/v1/calendar-events/{id},CalendarEvent.Update,OrganizerController.PATCH_api_v1_calendar_events_id,SCR-044 Редактор CalendarEvent; SCR-047 Conflict после drag/resize,FLOW-032 Drag/resize календаря,,Security/authorization,Critical,OpenAPI `PATCH_api_v1_calendar_events_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-496,AC,MOD-009,Календарь,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,PATCH_api_v1_calendar_events_id,PATCH /api/v1/calendar-events/{id},CalendarEvent.Update,OrganizerController.PATCH_api_v1_calendar_events_id,SCR-044 Редактор CalendarEvent; SCR-047 Conflict после drag/resize,FLOW-032 Drag/resize календаря,,Security/session,Critical,OpenAPI `PATCH_api_v1_calendar_events_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-497,AC,MOD-009,Календарь,[STATE-007] Validation: fieldErrors сохраняют draft и привязываются к canonical field path,PATCH_api_v1_calendar_events_id,PATCH /api/v1/calendar-events/{id},CalendarEvent.Update,OrganizerController.PATCH_api_v1_calendar_events_id,SCR-044 Редактор CalendarEvent; SCR-047 Conflict после drag/resize,FLOW-032 Drag/resize календаря,,Contract/UI,High,OpenAPI `PATCH_api_v1_calendar_events_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-498,AC,MOD-009,Календарь,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая If-Match не приводит к overwrite,PATCH_api_v1_calendar_events_id,PATCH /api/v1/calendar-events/{id},CalendarEvent.Update,OrganizerController.PATCH_api_v1_calendar_events_id,SCR-044 Редактор CalendarEvent; SCR-047 Conflict после drag/resize,FLOW-032 Drag/resize календаря,,Concurrency/integration,Critical,OpenAPI `PATCH_api_v1_calendar_events_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-499,AC,MOD-009,Календарь,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Изменить календарное событие не ставится в offline queue,PATCH_api_v1_calendar_events_id,PATCH /api/v1/calendar-events/{id},CalendarEvent.Update,OrganizerController.PATCH_api_v1_calendar_events_id,SCR-044 Редактор CalendarEvent; SCR-047 Conflict после drag/resize,FLOW-032 Drag/resize календаря,,Desktop/resilience,Critical,OpenAPI `PATCH_api_v1_calendar_events_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-500,AC,MOD-009,Календарь,[Trashed (Stage 3.5 State Matrix)] Удалённый объект: команда не применяется к trashed target и не создаёт новый объект,PATCH_api_v1_calendar_events_id,PATCH /api/v1/calendar-events/{id},CalendarEvent.Update,OrganizerController.PATCH_api_v1_calendar_events_id,SCR-044 Редактор CalendarEvent; SCR-047 Conflict после drag/resize,FLOW-032 Drag/resize календаря,,Lifecycle/integration,High,OpenAPI `PATCH_api_v1_calendar_events_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-501,AC,MOD-009,Календарь,[Archived (Stage 3.5 State Matrix)] Happy path: Архивировать календарное событие,POST_api_v1_calendar_events_id_archive,POST /api/v1/calendar-events/{id}/archive,CalendarEvent.Update,OrganizerController.POST_api_v1_calendar_events_id_archive,SCR-040 Календарь; SCR-041 Календарь: день; SCR-042 Календарь: неделя; SCR-043 Календарь: месяц; SCR-044 Редактор CalendarEvent; SCR-045 Фильтры календаря; SCR-046 Предупреждение overlap; SCR-047 Conflict после drag/resize,FLOW-026 Архивирование,,Contract/integration,Critical,OpenAPI `POST_api_v1_calendar_events_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv
AC-502,AC,MOD-009,Календарь,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)/Archived (Stage 3.5 State Matrix)] Permission denied: Архивировать календарное событие не выполняется и данные не раскрываются,POST_api_v1_calendar_events_id_archive,POST /api/v1/calendar-events/{id}/archive,CalendarEvent.Update,OrganizerController.POST_api_v1_calendar_events_id_archive,SCR-040 Календарь; SCR-041 Календарь: день; SCR-042 Календарь: неделя; SCR-043 Календарь: месяц; SCR-044 Редактор CalendarEvent; SCR-045 Фильтры календаря; SCR-046 Предупреждение overlap; SCR-047 Conflict после drag/resize,FLOW-026 Архивирование,,Security/authorization,Critical,OpenAPI `POST_api_v1_calendar_events_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv
AC-503,AC,MOD-009,Календарь,[Archived (Stage 3.5 State Matrix)/Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,POST_api_v1_calendar_events_id_archive,POST /api/v1/calendar-events/{id}/archive,CalendarEvent.Update,OrganizerController.POST_api_v1_calendar_events_id_archive,SCR-040 Календарь; SCR-041 Календарь: день; SCR-042 Календарь: неделя; SCR-043 Календарь: месяц; SCR-044 Редактор CalendarEvent; SCR-045 Фильтры календаря; SCR-046 Предупреждение overlap; SCR-047 Conflict после drag/resize,FLOW-026 Архивирование,,Security/session,Critical,OpenAPI `POST_api_v1_calendar_events_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv
AC-504,AC,MOD-009,Календарь,[STATE-007/Archived (Stage 3.5 State Matrix)] Validation: fieldErrors сохраняют draft и привязываются к canonical field path,POST_api_v1_calendar_events_id_archive,POST /api/v1/calendar-events/{id}/archive,CalendarEvent.Update,OrganizerController.POST_api_v1_calendar_events_id_archive,SCR-040 Календарь; SCR-041 Календарь: день; SCR-042 Календарь: неделя; SCR-043 Календарь: месяц; SCR-044 Редактор CalendarEvent; SCR-045 Фильтры календаря; SCR-046 Предупреждение overlap; SCR-047 Conflict после drag/resize,FLOW-026 Архивирование,,Contract/UI,High,OpenAPI `POST_api_v1_calendar_events_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv
AC-505,AC,MOD-009,Календарь,[STATE-014/Archived (Stage 3.5 State Matrix)/STATE-025] Conflict/precondition: устаревшая или отсутствующая If-Match не приводит к overwrite,POST_api_v1_calendar_events_id_archive,POST /api/v1/calendar-events/{id}/archive,CalendarEvent.Update,OrganizerController.POST_api_v1_calendar_events_id_archive,SCR-040 Календарь; SCR-041 Календарь: день; SCR-042 Календарь: неделя; SCR-043 Календарь: месяц; SCR-044 Редактор CalendarEvent; SCR-045 Фильтры календаря; SCR-046 Предупреждение overlap; SCR-047 Conflict после drag/resize,FLOW-026 Архивирование,,Concurrency/integration,Critical,OpenAPI `POST_api_v1_calendar_events_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv
AC-506,AC,MOD-009,Календарь,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Архивировать календарное событие не ставится в offline queue,POST_api_v1_calendar_events_id_archive,POST /api/v1/calendar-events/{id}/archive,CalendarEvent.Update,OrganizerController.POST_api_v1_calendar_events_id_archive,SCR-040 Календарь; SCR-041 Календарь: день; SCR-042 Календарь: неделя; SCR-043 Календарь: месяц; SCR-044 Редактор CalendarEvent; SCR-045 Фильтры календаря; SCR-046 Предупреждение overlap; SCR-047 Conflict после drag/resize,FLOW-026 Архивирование,,Desktop/resilience,Critical,OpenAPI `POST_api_v1_calendar_events_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv
AC-507,AC,MOD-009,Календарь,[Archived (Stage 3.5 State Matrix)/Stable-error-specific recovery (Stage 3.5 error/UI rule)] Idempotency: повтор с тем же key/hash не создаёт двойной side effect,POST_api_v1_calendar_events_id_archive,POST /api/v1/calendar-events/{id}/archive,CalendarEvent.Update,OrganizerController.POST_api_v1_calendar_events_id_archive,SCR-040 Календарь; SCR-041 Календарь: день; SCR-042 Календарь: неделя; SCR-043 Календарь: месяц; SCR-044 Редактор CalendarEvent; SCR-045 Фильтры календаря; SCR-046 Предупреждение overlap; SCR-047 Conflict после drag/resize,FLOW-026 Архивирование,,Integration,Critical,OpenAPI `POST_api_v1_calendar_events_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv
AC-508,AC,MOD-009,Календарь,[Trashed (Stage 3.5 State Matrix)] Удалённый объект: команда не применяется к trashed target и не создаёт новый объект,POST_api_v1_calendar_events_id_archive,POST /api/v1/calendar-events/{id}/archive,CalendarEvent.Update,OrganizerController.POST_api_v1_calendar_events_id_archive,SCR-040 Календарь; SCR-041 Календарь: день; SCR-042 Календарь: неделя; SCR-043 Календарь: месяц; SCR-044 Редактор CalendarEvent; SCR-045 Фильтры календаря; SCR-046 Предупреждение overlap; SCR-047 Conflict после drag/resize,FLOW-026 Архивирование,,Lifecycle/integration,High,OpenAPI `POST_api_v1_calendar_events_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv
AC-509,AC,MOD-009,Календарь,Happy path: Заменить участников события,PUT_api_v1_calendar_events_id_attendees,PUT /api/v1/calendar-events/{id}/attendees,CalendarEvent.Update,OrganizerController.PUT_api_v1_calendar_events_id_attendees,SCR-044 Редактор CalendarEvent,FLOW-031 Создание CalendarEvent; FLOW-032 Drag/resize календаря,,Contract/integration,Critical,OpenAPI `PUT_api_v1_calendar_events_id_attendees`; Stage_3_Field_Traceability_Final_3.5.csv
AC-510,AC,MOD-009,Календарь,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Заменить участников события не выполняется и данные не раскрываются,PUT_api_v1_calendar_events_id_attendees,PUT /api/v1/calendar-events/{id}/attendees,CalendarEvent.Update,OrganizerController.PUT_api_v1_calendar_events_id_attendees,SCR-044 Редактор CalendarEvent,FLOW-031 Создание CalendarEvent; FLOW-032 Drag/resize календаря,,Security/authorization,Critical,OpenAPI `PUT_api_v1_calendar_events_id_attendees`; Stage_3_Field_Traceability_Final_3.5.csv
AC-511,AC,MOD-009,Календарь,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,PUT_api_v1_calendar_events_id_attendees,PUT /api/v1/calendar-events/{id}/attendees,CalendarEvent.Update,OrganizerController.PUT_api_v1_calendar_events_id_attendees,SCR-044 Редактор CalendarEvent,FLOW-031 Создание CalendarEvent; FLOW-032 Drag/resize календаря,,Security/session,Critical,OpenAPI `PUT_api_v1_calendar_events_id_attendees`; Stage_3_Field_Traceability_Final_3.5.csv
AC-512,AC,MOD-009,Календарь,[STATE-007] Validation: fieldErrors сохраняют draft и привязываются к canonical field path,PUT_api_v1_calendar_events_id_attendees,PUT /api/v1/calendar-events/{id}/attendees,CalendarEvent.Update,OrganizerController.PUT_api_v1_calendar_events_id_attendees,SCR-044 Редактор CalendarEvent,FLOW-031 Создание CalendarEvent; FLOW-032 Drag/resize календаря,,Contract/UI,High,OpenAPI `PUT_api_v1_calendar_events_id_attendees`; Stage_3_Field_Traceability_Final_3.5.csv
AC-513,AC,MOD-009,Календарь,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая If-Match не приводит к overwrite,PUT_api_v1_calendar_events_id_attendees,PUT /api/v1/calendar-events/{id}/attendees,CalendarEvent.Update,OrganizerController.PUT_api_v1_calendar_events_id_attendees,SCR-044 Редактор CalendarEvent,FLOW-031 Создание CalendarEvent; FLOW-032 Drag/resize календаря,,Concurrency/integration,Critical,OpenAPI `PUT_api_v1_calendar_events_id_attendees`; Stage_3_Field_Traceability_Final_3.5.csv
AC-514,AC,MOD-009,Календарь,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Заменить участников события не ставится в offline queue,PUT_api_v1_calendar_events_id_attendees,PUT /api/v1/calendar-events/{id}/attendees,CalendarEvent.Update,OrganizerController.PUT_api_v1_calendar_events_id_attendees,SCR-044 Редактор CalendarEvent,FLOW-031 Создание CalendarEvent; FLOW-032 Drag/resize календаря,,Desktop/resilience,Critical,OpenAPI `PUT_api_v1_calendar_events_id_attendees`; Stage_3_Field_Traceability_Final_3.5.csv
AC-515,AC,MOD-009,Календарь,[Stable-error-specific recovery (Stage 3.5 error/UI rule)] Idempotency: повтор с тем же key/hash не создаёт двойной side effect,PUT_api_v1_calendar_events_id_attendees,PUT /api/v1/calendar-events/{id}/attendees,CalendarEvent.Update,OrganizerController.PUT_api_v1_calendar_events_id_attendees,SCR-044 Редактор CalendarEvent,FLOW-031 Создание CalendarEvent; FLOW-032 Drag/resize календаря,,Integration,Critical,OpenAPI `PUT_api_v1_calendar_events_id_attendees`; Stage_3_Field_Traceability_Final_3.5.csv
AC-516,AC,MOD-009,Календарь,[Trashed (Stage 3.5 State Matrix)] Удалённый объект: команда не применяется к trashed target и не создаёт новый объект,PUT_api_v1_calendar_events_id_attendees,PUT /api/v1/calendar-events/{id}/attendees,CalendarEvent.Update,OrganizerController.PUT_api_v1_calendar_events_id_attendees,SCR-044 Редактор CalendarEvent,FLOW-031 Создание CalendarEvent; FLOW-032 Drag/resize календаря,,Lifecycle/integration,High,OpenAPI `PUT_api_v1_calendar_events_id_attendees`; Stage_3_Field_Traceability_Final_3.5.csv
AC-517,AC,MOD-009,Календарь,Happy path: Ответить на приглашение,POST_api_v1_calendar_events_id_respond,POST /api/v1/calendar-events/{id}/respond,CalendarEvent.Respond,OrganizerController.POST_api_v1_calendar_events_id_respond,SCR-044 Редактор CalendarEvent,FLOW-031 Создание CalendarEvent; FLOW-032 Drag/resize календаря,,Contract/integration,Critical,OpenAPI `POST_api_v1_calendar_events_id_respond`; Stage_3_Field_Traceability_Final_3.5.csv
AC-518,AC,MOD-009,Календарь,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Ответить на приглашение не выполняется и данные не раскрываются,POST_api_v1_calendar_events_id_respond,POST /api/v1/calendar-events/{id}/respond,CalendarEvent.Respond,OrganizerController.POST_api_v1_calendar_events_id_respond,SCR-044 Редактор CalendarEvent,FLOW-031 Создание CalendarEvent; FLOW-032 Drag/resize календаря,,Security/authorization,Critical,OpenAPI `POST_api_v1_calendar_events_id_respond`; Stage_3_Field_Traceability_Final_3.5.csv
AC-519,AC,MOD-009,Календарь,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,POST_api_v1_calendar_events_id_respond,POST /api/v1/calendar-events/{id}/respond,CalendarEvent.Respond,OrganizerController.POST_api_v1_calendar_events_id_respond,SCR-044 Редактор CalendarEvent,FLOW-031 Создание CalendarEvent; FLOW-032 Drag/resize календаря,,Security/session,Critical,OpenAPI `POST_api_v1_calendar_events_id_respond`; Stage_3_Field_Traceability_Final_3.5.csv
AC-520,AC,MOD-009,Календарь,[STATE-007] Validation: fieldErrors сохраняют draft и привязываются к canonical field path,POST_api_v1_calendar_events_id_respond,POST /api/v1/calendar-events/{id}/respond,CalendarEvent.Respond,OrganizerController.POST_api_v1_calendar_events_id_respond,SCR-044 Редактор CalendarEvent,FLOW-031 Создание CalendarEvent; FLOW-032 Drag/resize календаря,,Contract/UI,High,OpenAPI `POST_api_v1_calendar_events_id_respond`; Stage_3_Field_Traceability_Final_3.5.csv
AC-521,AC,MOD-009,Календарь,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая If-Match не приводит к overwrite,POST_api_v1_calendar_events_id_respond,POST /api/v1/calendar-events/{id}/respond,CalendarEvent.Respond,OrganizerController.POST_api_v1_calendar_events_id_respond,SCR-044 Редактор CalendarEvent,FLOW-031 Создание CalendarEvent; FLOW-032 Drag/resize календаря,,Concurrency/integration,Critical,OpenAPI `POST_api_v1_calendar_events_id_respond`; Stage_3_Field_Traceability_Final_3.5.csv
AC-522,AC,MOD-009,Календарь,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Ответить на приглашение не ставится в offline queue,POST_api_v1_calendar_events_id_respond,POST /api/v1/calendar-events/{id}/respond,CalendarEvent.Respond,OrganizerController.POST_api_v1_calendar_events_id_respond,SCR-044 Редактор CalendarEvent,FLOW-031 Создание CalendarEvent; FLOW-032 Drag/resize календаря,,Desktop/resilience,Critical,OpenAPI `POST_api_v1_calendar_events_id_respond`; Stage_3_Field_Traceability_Final_3.5.csv
AC-523,AC,MOD-009,Календарь,[Stable-error-specific recovery (Stage 3.5 error/UI rule)] Idempotency: повтор с тем же key/hash не создаёт двойной side effect,POST_api_v1_calendar_events_id_respond,POST /api/v1/calendar-events/{id}/respond,CalendarEvent.Respond,OrganizerController.POST_api_v1_calendar_events_id_respond,SCR-044 Редактор CalendarEvent,FLOW-031 Создание CalendarEvent; FLOW-032 Drag/resize календаря,,Integration,Critical,OpenAPI `POST_api_v1_calendar_events_id_respond`; Stage_3_Field_Traceability_Final_3.5.csv
AC-524,AC,MOD-009,Календарь,[Trashed (Stage 3.5 State Matrix)] Удалённый объект: команда не применяется к trashed target и не создаёт новый объект,POST_api_v1_calendar_events_id_respond,POST /api/v1/calendar-events/{id}/respond,CalendarEvent.Respond,OrganizerController.POST_api_v1_calendar_events_id_respond,SCR-044 Редактор CalendarEvent,FLOW-031 Создание CalendarEvent; FLOW-032 Drag/resize календаря,,Lifecycle/integration,High,OpenAPI `POST_api_v1_calendar_events_id_respond`; Stage_3_Field_Traceability_Final_3.5.csv
AC-525,AC,MOD-009,Календарь,[Trashed (Stage 3.5 State Matrix)] Happy path: Восстановить календарное событие,POST_api_v1_calendar_events_id_restore,POST /api/v1/calendar-events/{id}/restore,CalendarEvent.Delete,OrganizerController.POST_api_v1_calendar_events_id_restore,SCR-040 Календарь; SCR-041 Календарь: день; SCR-042 Календарь: неделя; SCR-043 Календарь: месяц; SCR-044 Редактор CalendarEvent; SCR-045 Фильтры календаря; SCR-046 Предупреждение overlap; SCR-047 Conflict после drag/resize,FLOW-028 Восстановление из корзины,,Contract/integration,Critical,OpenAPI `POST_api_v1_calendar_events_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv
AC-526,AC,MOD-009,Календарь,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)/Trashed (Stage 3.5 State Matrix)] Permission denied: Восстановить календарное событие не выполняется и данные не раскрываются,POST_api_v1_calendar_events_id_restore,POST /api/v1/calendar-events/{id}/restore,CalendarEvent.Delete,OrganizerController.POST_api_v1_calendar_events_id_restore,SCR-040 Календарь; SCR-041 Календарь: день; SCR-042 Календарь: неделя; SCR-043 Календарь: месяц; SCR-044 Редактор CalendarEvent; SCR-045 Фильтры календаря; SCR-046 Предупреждение overlap; SCR-047 Conflict после drag/resize,FLOW-028 Восстановление из корзины,,Security/authorization,Critical,OpenAPI `POST_api_v1_calendar_events_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv
AC-527,AC,MOD-009,Календарь,[Trashed (Stage 3.5 State Matrix)/Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,POST_api_v1_calendar_events_id_restore,POST /api/v1/calendar-events/{id}/restore,CalendarEvent.Delete,OrganizerController.POST_api_v1_calendar_events_id_restore,SCR-040 Календарь; SCR-041 Календарь: день; SCR-042 Календарь: неделя; SCR-043 Календарь: месяц; SCR-044 Редактор CalendarEvent; SCR-045 Фильтры календаря; SCR-046 Предупреждение overlap; SCR-047 Conflict после drag/resize,FLOW-028 Восстановление из корзины,,Security/session,Critical,OpenAPI `POST_api_v1_calendar_events_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv
AC-528,AC,MOD-009,Календарь,[STATE-007/Trashed (Stage 3.5 State Matrix)] Validation: fieldErrors сохраняют draft и привязываются к canonical field path,POST_api_v1_calendar_events_id_restore,POST /api/v1/calendar-events/{id}/restore,CalendarEvent.Delete,OrganizerController.POST_api_v1_calendar_events_id_restore,SCR-040 Календарь; SCR-041 Календарь: день; SCR-042 Календарь: неделя; SCR-043 Календарь: месяц; SCR-044 Редактор CalendarEvent; SCR-045 Фильтры календаря; SCR-046 Предупреждение overlap; SCR-047 Conflict после drag/resize,FLOW-028 Восстановление из корзины,,Contract/UI,High,OpenAPI `POST_api_v1_calendar_events_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv
AC-529,AC,MOD-009,Календарь,[STATE-014/Trashed (Stage 3.5 State Matrix)/STATE-025] Conflict/precondition: устаревшая или отсутствующая If-Match не приводит к overwrite,POST_api_v1_calendar_events_id_restore,POST /api/v1/calendar-events/{id}/restore,CalendarEvent.Delete,OrganizerController.POST_api_v1_calendar_events_id_restore,SCR-040 Календарь; SCR-041 Календарь: день; SCR-042 Календарь: неделя; SCR-043 Календарь: месяц; SCR-044 Редактор CalendarEvent; SCR-045 Фильтры календаря; SCR-046 Предупреждение overlap; SCR-047 Conflict после drag/resize,FLOW-028 Восстановление из корзины,,Concurrency/integration,Critical,OpenAPI `POST_api_v1_calendar_events_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv
AC-530,AC,MOD-009,Календарь,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Восстановить календарное событие не ставится в offline queue,POST_api_v1_calendar_events_id_restore,POST /api/v1/calendar-events/{id}/restore,CalendarEvent.Delete,OrganizerController.POST_api_v1_calendar_events_id_restore,SCR-040 Календарь; SCR-041 Календарь: день; SCR-042 Календарь: неделя; SCR-043 Календарь: месяц; SCR-044 Редактор CalendarEvent; SCR-045 Фильтры календаря; SCR-046 Предупреждение overlap; SCR-047 Conflict после drag/resize,FLOW-028 Восстановление из корзины,,Desktop/resilience,Critical,OpenAPI `POST_api_v1_calendar_events_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv
