Requirement,Type,Module,Module name,Requirement title,API operationId,API path (method),Permission,Server handler (planned),Screen (Stage 3.5),FLOW (Stage 3.5),Acceptance criteria (AC),Test type,Priority,Source
AC-1382,AC,MOD-021,Аудит и история,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Технический аудит не выполняется и данные не раскрываются,GET_api_v1_audit,GET /api/v1/audit,Audit.ReadAll,OrganizerController.GET_api_v1_audit,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Security/authorization,Critical,OpenAPI `GET_api_v1_audit`; Stage_3_Field_Traceability_Final_3.5.csv
AC-1383,AC,MOD-021,Аудит и история,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,GET_api_v1_audit,GET /api/v1/audit,Audit.ReadAll,OrganizerController.GET_api_v1_audit,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Security/session,Critical,OpenAPI `GET_api_v1_audit`; Stage_3_Field_Traceability_Final_3.5.csv
AC-1384,AC,MOD-021,Аудит и история,Happy path: Экспорт ограниченного журнала,GET_api_v1_audit_export,GET /api/v1/audit/export,Audit.ReadAll,OrganizerController.GET_api_v1_audit_export,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Contract/integration,High,OpenAPI `GET_api_v1_audit_export`; Stage_3_Field_Traceability_Final_3.5.csv
AC-1385,AC,MOD-021,Аудит и история,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Экспорт ограниченного журнала не выполняется и данные не раскрываются,GET_api_v1_audit_export,GET /api/v1/audit/export,Audit.ReadAll,OrganizerController.GET_api_v1_audit_export,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Security/authorization,Critical,OpenAPI `GET_api_v1_audit_export`; Stage_3_Field_Traceability_Final_3.5.csv
AC-1386,AC,MOD-021,Аудит и история,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,GET_api_v1_audit_export,GET /api/v1/audit/export,Audit.ReadAll,OrganizerController.GET_api_v1_audit_export,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Security/session,Critical,OpenAPI `GET_api_v1_audit_export`; Stage_3_Field_Traceability_Final_3.5.csv
AC-1387,AC,MOD-021,Аудит и история,[Stable-error-specific recovery (Stage 3.5 error/UI rule)] Idempotency: повтор с тем же key/hash не создаёт двойной side effect,GET_api_v1_audit_export,GET /api/v1/audit/export,Audit.ReadAll,OrganizerController.GET_api_v1_audit_export,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Integration,Critical,OpenAPI `GET_api_v1_audit_export`; Stage_3_Field_Traceability_Final_3.5.csv
AC-1388,AC,MOD-021,Аудит и история,Happy path: История доступного объекта,GET_api_v1_objects_objectId_history,GET /api/v1/objects/{objectId}/history,History.Read,OrganizerController.GET_api_v1_objects_objectId_history,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Contract/integration,High,OpenAPI `GET_api_v1_objects_objectId_history`; Stage_3_Field_Traceability_Final_3.5.csv
AC-1389,AC,MOD-021,Аудит и история,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: История доступного объекта не выполняется и данные не раскрываются,GET_api_v1_objects_objectId_history,GET /api/v1/objects/{objectId}/history,History.Read,OrganizerController.GET_api_v1_objects_objectId_history,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Security/authorization,Critical,OpenAPI `GET_api_v1_objects_objectId_history`; Stage_3_Field_Traceability_Final_3.5.csv
AC-1390,AC,MOD-021,Аудит и история,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,GET_api_v1_objects_objectId_history,GET /api/v1/objects/{objectId}/history,History.Read,OrganizerController.GET_api_v1_objects_objectId_history,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Security/session,Critical,OpenAPI `GET_api_v1_objects_objectId_history`; Stage_3_Field_Traceability_Final_3.5.csv
AC-1391,AC,MOD-021,Аудит и история,Happy path: Снимок/изменения версии,GET_api_v1_objects_objectId_history_version,GET /api/v1/objects/{objectId}/history/{version},History.Read,OrganizerController.GET_api_v1_objects_objectId_history_version,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Contract/integration,High,OpenAPI `GET_api_v1_objects_objectId_history_version`; Stage_3_Field_Traceability_Final_3.5.csv
AC-1392,AC,MOD-021,Аудит и история,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Снимок/изменения версии не выполняется и данные не раскрываются,GET_api_v1_objects_objectId_history_version,GET /api/v1/objects/{objectId}/history/{version},History.Read,OrganizerController.GET_api_v1_objects_objectId_history_version,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Security/authorization,Critical,OpenAPI `GET_api_v1_objects_objectId_history_version`; Stage_3_Field_Traceability_Final_3.5.csv
AC-1393,AC,MOD-021,Аудит и история,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,GET_api_v1_objects_objectId_history_version,GET /api/v1/objects/{objectId}/history/{version},History.Read,OrganizerController.GET_api_v1_objects_objectId_history_version,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Security/session,Critical,OpenAPI `GET_api_v1_objects_objectId_history_version`; Stage_3_Field_Traceability_Final_3.5.csv
AC-1394,AC,MOD-021,Аудит и история,Happy path: История проекта,GET_api_v1_projects_id_history,GET /api/v1/projects/{id}/history,History.Read,OrganizerController.GET_api_v1_projects_id_history,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Contract/integration,High,OpenAPI `GET_api_v1_projects_id_history`; Stage_3_Field_Traceability_Final_3.5.csv
AC-1395,AC,MOD-021,Аудит и история,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: История проекта не выполняется и данные не раскрываются,GET_api_v1_projects_id_history,GET /api/v1/projects/{id}/history,History.Read,OrganizerController.GET_api_v1_projects_id_history,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Security/authorization,Critical,OpenAPI `GET_api_v1_projects_id_history`; Stage_3_Field_Traceability_Final_3.5.csv
AC-1396,AC,MOD-021,Аудит и история,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,GET_api_v1_projects_id_history,GET /api/v1/projects/{id}/history,History.Read,OrganizerController.GET_api_v1_projects_id_history,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Security/session,Critical,OpenAPI `GET_api_v1_projects_id_history`; Stage_3_Field_Traceability_Final_3.5.csv
AC-1397,AC,MOD-021,Аудит и история,Happy path: История задачи,GET_api_v1_tasks_id_history,GET /api/v1/tasks/{id}/history,History.Read,OrganizerController.GET_api_v1_tasks_id_history,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Contract/integration,High,OpenAPI `GET_api_v1_tasks_id_history`; Stage_3_Field_Traceability_Final_3.5.csv
AC-1398,AC,MOD-021,Аудит и история,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: История задачи не выполняется и данные не раскрываются,GET_api_v1_tasks_id_history,GET /api/v1/tasks/{id}/history,History.Read,OrganizerController.GET_api_v1_tasks_id_history,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Security/authorization,Critical,OpenAPI `GET_api_v1_tasks_id_history`; Stage_3_Field_Traceability_Final_3.5.csv
AC-1399,AC,MOD-021,Аудит и история,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,GET_api_v1_tasks_id_history,GET /api/v1/tasks/{id}/history,History.Read,OrganizerController.GET_api_v1_tasks_id_history,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Security/session,Critical,OpenAPI `GET_api_v1_tasks_id_history`; Stage_3_Field_Traceability_Final_3.5.csv
AC-1400,AC,MOD-021,Аудит и история,Happy path: История пользователя,GET_api_v1_users_id_history,GET /api/v1/users/{id}/history,History.Read,OrganizerController.GET_api_v1_users_id_history,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Contract/integration,High,OpenAPI `GET_api_v1_users_id_history`; Stage_3_Field_Traceability_Final_3.5.csv
AC-1401,AC,MOD-021,Аудит и история,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: История пользователя не выполняется и данные не раскрываются,GET_api_v1_users_id_history,GET /api/v1/users/{id}/history,History.Read,OrganizerController.GET_api_v1_users_id_history,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Security/authorization,Critical,OpenAPI `GET_api_v1_users_id_history`; Stage_3_Field_Traceability_Final_3.5.csv
AC-1402,AC,MOD-021,Аудит и история,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,GET_api_v1_users_id_history,GET /api/v1/users/{id}/history,History.Read,OrganizerController.GET_api_v1_users_id_history,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Security/session,Critical,OpenAPI `GET_api_v1_users_id_history`; Stage_3_Field_Traceability_Final_3.5.csv
AC-1435,AC,MOD-021,Аудит и история,"[PartialAccess (Stage 3.5 State Matrix)/STATE-030] Desktop behavior: Пользовательская история должна отображать actor, time, action и redacted before/after только при текущем доступе к объекту.","— (Desktop-only, без нового API)","— (Desktop-only, без нового API)",Capability-driven; server recheck для команд,"— (Desktop-only, без нового API)","SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory","FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions; FLOW-038 Управление организационной шкалой срочности (Stage 4.5, DEC-060)",,Desktop/UI,High,Stage 3.5 UX Architecture
AC-1777,AC,MOD-021,Аудит и история,[STATE-007] Field contract: UserPatch.login respects type/required/nullable/limits/PATCH semantics,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Boundary/contract UI,High,dto_field_catalog.csv:UserPatch.login; openapi.yaml operation PATCH_api_v1_users_id
AC-1778,AC,MOD-021,Аудит и история,[STATE-007] Field contract: UserPatch.firstName respects type/required/nullable/limits/PATCH semantics,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Boundary/contract UI,High,dto_field_catalog.csv:UserPatch.firstName; openapi.yaml operation PATCH_api_v1_users_id
AC-1779,AC,MOD-021,Аудит и история,[STATE-007] Field contract: UserPatch.lastName respects type/required/nullable/limits/PATCH semantics,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Boundary/contract UI,High,dto_field_catalog.csv:UserPatch.lastName; openapi.yaml operation PATCH_api_v1_users_id
AC-1780,AC,MOD-021,Аудит и история,[STATE-007] Field contract: UserRolesReplace.expectedUserVersion respects type/required/nullable/limits/PATCH semantics,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Boundary/contract UI,High,dto_field_catalog.csv:UserRolesReplace.expectedUserVersion; openapi.yaml operation PUT_api_v1_users_id_roles
AC-1781,AC,MOD-021,Аудит и история,[STATE-007] Field contract: UserRolesReplace.roles respects type/required/nullable/limits/PATCH semantics,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Boundary/contract UI,High,dto_field_catalog.csv:UserRolesReplace.roles; openapi.yaml operation PUT_api_v1_users_id_roles
AC-1782,AC,MOD-021,Аудит и история,[STATE-007] Field contract: UserRolesReplace.roles[].roleId respects type/required/nullable/limits/PATCH semantics,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Boundary/contract UI,High,dto_field_catalog.csv:UserRolesReplace.roles[].roleId; openapi.yaml operation PUT_api_v1_users_id_roles
AC-1783,AC,MOD-021,Аудит и история,[STATE-007] Field contract: UserPatch.accountStatus respects type/required/nullable/limits/PATCH semantics,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Boundary/contract UI,High,dto_field_catalog.csv:UserPatch.accountStatus; openapi.yaml operation PATCH_api_v1_users_id
AC-1784,AC,MOD-021,Аудит и история,[STATE-007] Field contract: UserPatch.departmentId respects type/required/nullable/limits/PATCH semantics,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Boundary/contract UI,High,dto_field_catalog.csv:UserPatch.departmentId; openapi.yaml operation PATCH_api_v1_users_id
AC-1785,AC,MOD-021,Аудит и история,[STATE-007] Field contract: UserPatch.displayName respects type/required/nullable/limits/PATCH semantics,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Boundary/contract UI,High,dto_field_catalog.csv:UserPatch.displayName; openapi.yaml operation PATCH_api_v1_users_id
AC-1786,AC,MOD-021,Аудит и история,[STATE-007] Field contract: UserPatch.jobTitle respects type/required/nullable/limits/PATCH semantics,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Boundary/contract UI,High,dto_field_catalog.csv:UserPatch.jobTitle; openapi.yaml operation PATCH_api_v1_users_id
AC-1787,AC,MOD-021,Аудит и история,[STATE-007] Field contract: UserPatch.workEmail respects type/required/nullable/limits/PATCH semantics,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Boundary/contract UI,High,dto_field_catalog.csv:UserPatch.workEmail; openapi.yaml operation PATCH_api_v1_users_id
AC-1788,AC,MOD-021,Аудит и история,[STATE-007] Field contract: UserRolesReplace.roles[].departmentId respects type/required/nullable/limits/PATCH semantics,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Boundary/contract UI,High,dto_field_catalog.csv:UserRolesReplace.roles[].departmentId; openapi.yaml operation PUT_api_v1_users_id_roles
AC-1789,AC,MOD-021,Аудит и история,[STATE-007] Field contract: UserRolesReplace.roles[].validUntil respects type/required/nullable/limits/PATCH semantics,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Boundary/contract UI,High,dto_field_catalog.csv:UserRolesReplace.roles[].validUntil; openapi.yaml operation PUT_api_v1_users_id_roles
AC-1801,AC,MOD-021,Аудит и история,Audit event,"— (Desktop-only, без нового API)","— (Desktop-only, без нового API)",Capability-driven; server recheck для команд,"— (Desktop-only, без нового API)","SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory","FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions; FLOW-038 Управление организационной шкалой срочности (Stage 4.5, DEC-060)",,Audit,Critical,Stage 2.3.1 OpenAPI 1.2.0-stage2.3; Stage 3.5 UX baseline; Stage 4.3 remediation
AC-1848,AC,MOD-021,Аудит и история,Permission denial for FR-235,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Security/authorization,Critical,OpenAPI `GET_api_v1_audit`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-021
AC-1869,AC,MOD-021,Аудит и история,Stable error handling for FR-235,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Error handling,High,OpenAPI `GET_api_v1_audit`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-021
AC-1890,AC,MOD-021,Аудит и история,Read outage behavior for FR-235,GET_api_v1_sync_changes; POST_api_v1_sync_bootstrap; POST_api_v1_sync_ack,GET /api/v1/sync/changes; POST /api/v1/sync/bootstrap; POST /api/v1/sync/ack,—,OrganizerController.GET_api_v1_sync_changes; OrganizerController.POST_api_v1_sync_bootstrap; OrganizerController.POST_api_v1_sync_ack,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `GET_api_v1_audit`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-021
AC-1911,AC,MOD-021,Аудит и история,Audit evidence for FR-235,— (domain command + audit/history endpoints),—,—,— (domain handlers + audit pipeline),"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Audit/security,Critical,OpenAPI `GET_api_v1_audit`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-021
AC-2174,AC,MOD-021,Аудит и история,Permission denial for FR-236,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Security/authorization,Critical,OpenAPI `GET_api_v1_audit_export`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-021
AC-2175,AC,MOD-021,Аудит и история,Permission denial for FR-237,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Security/authorization,Critical,OpenAPI `GET_api_v1_objects_objectId_history`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-021
AC-2176,AC,MOD-021,Аудит и история,Permission denial for FR-238,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Security/authorization,Critical,OpenAPI `GET_api_v1_objects_objectId_history_version`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-021
AC-2177,AC,MOD-021,Аудит и история,Permission denial for FR-239,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Security/authorization,Critical,OpenAPI `GET_api_v1_projects_id_history`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-021
AC-2178,AC,MOD-021,Аудит и история,Permission denial for FR-240,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Security/authorization,Critical,OpenAPI `GET_api_v1_tasks_id_history`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-021
AC-2179,AC,MOD-021,Аудит и история,Permission denial for FR-241,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Security/authorization,Critical,OpenAPI `GET_api_v1_users_id_history`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-021
AC-2180,AC,MOD-021,Аудит и история,Permission denial for FR-269,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Security/authorization,Critical,Stage 2.3.1 OpenAPI 1.2.0-stage2.3; Stage 3.5 UX baseline; Stage 4.3 remediation; cross-cutting requirement PERM-021
