Wave,Source row,Requirement,Type,Module,Module name,Requirement title,API status,API operationId,API path (method),Permission,Server handler (planned),Screen (Stage 3.5),FLOW (Stage 3.5),Acceptance criteria (AC),Test type,Priority,Source,Disposition reason,Gap reference
C,wave-c.csv:960,AC-2664,AC,MOD-019,Администрирование,Command outage behavior for FR-212,api,POST_api_v1_sync_ack,POST /api/v1/sync/ack,—,OrganizerController.POST_api_v1_sync_ack,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `PUT_api_v1_project_roles_id_permissions`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:961,AC-2665,AC,MOD-019,Администрирование,Read outage behavior for FR-213,api,GET_api_v1_sync_changes,GET /api/v1/sync/changes,—,OrganizerController.GET_api_v1_sync_changes,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `GET_api_v1_roles`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:961,AC-2665,AC,MOD-019,Администрирование,Read outage behavior for FR-213,api,POST_api_v1_sync_bootstrap,POST /api/v1/sync/bootstrap,—,OrganizerController.POST_api_v1_sync_bootstrap,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `GET_api_v1_roles`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:961,AC-2665,AC,MOD-019,Администрирование,Read outage behavior for FR-213,api,POST_api_v1_sync_ack,POST /api/v1/sync/ack,—,OrganizerController.POST_api_v1_sync_ack,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `GET_api_v1_roles`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:962,AC-2666,AC,MOD-019,Администрирование,Command outage behavior for FR-214,api,GET_api_v1_sync_changes,GET /api/v1/sync/changes,—,OrganizerController.GET_api_v1_sync_changes,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `POST_api_v1_roles`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:962,AC-2666,AC,MOD-019,Администрирование,Command outage behavior for FR-214,api,POST_api_v1_sync_bootstrap,POST /api/v1/sync/bootstrap,—,OrganizerController.POST_api_v1_sync_bootstrap,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `POST_api_v1_roles`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:962,AC-2666,AC,MOD-019,Администрирование,Command outage behavior for FR-214,api,POST_api_v1_sync_ack,POST /api/v1/sync/ack,—,OrganizerController.POST_api_v1_sync_ack,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `POST_api_v1_roles`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:963,AC-2667,AC,MOD-019,Администрирование,Command outage behavior for FR-215,api,GET_api_v1_sync_changes,GET /api/v1/sync/changes,—,OrganizerController.GET_api_v1_sync_changes,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `DELETE_api_v1_roles_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:963,AC-2667,AC,MOD-019,Администрирование,Command outage behavior for FR-215,api,POST_api_v1_sync_bootstrap,POST /api/v1/sync/bootstrap,—,OrganizerController.POST_api_v1_sync_bootstrap,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `DELETE_api_v1_roles_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:963,AC-2667,AC,MOD-019,Администрирование,Command outage behavior for FR-215,api,POST_api_v1_sync_ack,POST /api/v1/sync/ack,—,OrganizerController.POST_api_v1_sync_ack,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `DELETE_api_v1_roles_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:964,AC-2668,AC,MOD-019,Администрирование,Read outage behavior for FR-216,api,GET_api_v1_sync_changes,GET /api/v1/sync/changes,—,OrganizerController.GET_api_v1_sync_changes,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `GET_api_v1_roles_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:964,AC-2668,AC,MOD-019,Администрирование,Read outage behavior for FR-216,api,POST_api_v1_sync_bootstrap,POST /api/v1/sync/bootstrap,—,OrganizerController.POST_api_v1_sync_bootstrap,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `GET_api_v1_roles_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:964,AC-2668,AC,MOD-019,Администрирование,Read outage behavior for FR-216,api,POST_api_v1_sync_ack,POST /api/v1/sync/ack,—,OrganizerController.POST_api_v1_sync_ack,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `GET_api_v1_roles_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:965,AC-2669,AC,MOD-019,Администрирование,Command outage behavior for FR-217,api,GET_api_v1_sync_changes,GET /api/v1/sync/changes,—,OrganizerController.GET_api_v1_sync_changes,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `PATCH_api_v1_roles_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:965,AC-2669,AC,MOD-019,Администрирование,Command outage behavior for FR-217,api,POST_api_v1_sync_bootstrap,POST /api/v1/sync/bootstrap,—,OrganizerController.POST_api_v1_sync_bootstrap,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `PATCH_api_v1_roles_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:965,AC-2669,AC,MOD-019,Администрирование,Command outage behavior for FR-217,api,POST_api_v1_sync_ack,POST /api/v1/sync/ack,—,OrganizerController.POST_api_v1_sync_ack,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `PATCH_api_v1_roles_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:966,AC-2670,AC,MOD-019,Администрирование,Command outage behavior for FR-218,api,GET_api_v1_sync_changes,GET /api/v1/sync/changes,—,OrganizerController.GET_api_v1_sync_changes,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `POST_api_v1_roles_id_activate`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:966,AC-2670,AC,MOD-019,Администрирование,Command outage behavior for FR-218,api,POST_api_v1_sync_bootstrap,POST /api/v1/sync/bootstrap,—,OrganizerController.POST_api_v1_sync_bootstrap,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `POST_api_v1_roles_id_activate`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:966,AC-2670,AC,MOD-019,Администрирование,Command outage behavior for FR-218,api,POST_api_v1_sync_ack,POST /api/v1/sync/ack,—,OrganizerController.POST_api_v1_sync_ack,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `POST_api_v1_roles_id_activate`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:967,AC-2671,AC,MOD-019,Администрирование,Command outage behavior for FR-219,api,GET_api_v1_sync_changes,GET /api/v1/sync/changes,—,OrganizerController.GET_api_v1_sync_changes,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `PUT_api_v1_roles_id_permissions`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:967,AC-2671,AC,MOD-019,Администрирование,Command outage behavior for FR-219,api,POST_api_v1_sync_bootstrap,POST /api/v1/sync/bootstrap,—,OrganizerController.POST_api_v1_sync_bootstrap,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `PUT_api_v1_roles_id_permissions`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:967,AC-2671,AC,MOD-019,Администрирование,Command outage behavior for FR-219,api,POST_api_v1_sync_ack,POST /api/v1/sync/ack,—,OrganizerController.POST_api_v1_sync_ack,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `PUT_api_v1_roles_id_permissions`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:968,AC-2672,AC,MOD-019,Администрирование,Command outage behavior for FR-220,api,GET_api_v1_sync_changes,GET /api/v1/sync/changes,—,OrganizerController.GET_api_v1_sync_changes,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `PUT_api_v1_users_id_roles`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:968,AC-2672,AC,MOD-019,Администрирование,Command outage behavior for FR-220,api,POST_api_v1_sync_bootstrap,POST /api/v1/sync/bootstrap,—,OrganizerController.POST_api_v1_sync_bootstrap,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `PUT_api_v1_users_id_roles`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:968,AC-2672,AC,MOD-019,Администрирование,Command outage behavior for FR-220,api,POST_api_v1_sync_ack,POST /api/v1/sync/ack,—,OrganizerController.POST_api_v1_sync_ack,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `PUT_api_v1_users_id_roles`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:969,AC-2673,AC,MOD-019,Администрирование,Read outage behavior for FR-221,api,GET_api_v1_sync_changes,GET /api/v1/sync/changes,—,OrganizerController.GET_api_v1_sync_changes,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `GET_api_v1_users`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
C,wave-c.csv:969,AC-2673,AC,MOD-019,Администрирование,Read outage behavior for FR-221,api,POST_api_v1_sync_bootstrap,POST /api/v1/sync/bootstrap,—,OrganizerController.POST_api_v1_sync_bootstrap,"SCR-170 Администрирование; SCR-171 Пользователи; SCR-172 Карточка пользователя; SCR-173 Создание/активация пользователя; SCR-174 Block/deactivate user; SCR-175 Отделы; SCR-176 Audit, policy engine, management APIs; SCR-177 Роли и permissions; SCR-178 Audit, policy engine, management APIs; SCR-179 Effective permission diagnostics; SCR-180 Устройства; SCR-181 Sessions и login attempts; SCR-182 Сетевые ресурсы; SCR-183 Settings APIs, Windows settings; SCR-184 Фоновые задания; SCR-185 Резервные копии; SCR-186 Audit; SCR-187 Organization settings / feature flags; SCR-188 Audit, policy engine, management APIs",FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,,Desktop/resilience,High,OpenAPI `GET_api_v1_users`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-019,,
