"Matrix source row","Requirement","Type","Module","Requirement title","Resolution status","Traceability mode","Related OpenAPI operationIds","API operationId","API method","API path","Permission","Server handler planned","Screen Stage 3.5","FLOW Stage 3.5","Test type","Source evidence","Resolution rationale"
"wave-a.csv:58","ERR-003","ERR","MOD-003","Ошибки модуля: стабильные коды, HTTP-статусы и recovery по OpenAPI","resolved","module-wide","GET_api_v1_today","","","","Module-wide: stable error handling and HTTP status semantics for all 1 operations of MOD-003 in Related; per-operation permission per openapi.yaml x-permission.","Module-wide: implemented across the handlers of the 1 MOD-003 operations in Related (handler naming Task.Application.MOD-003.{operationId}Handler); no single endpoint handler owns the requirement.","SCR-010 Сегодня; SCR-011 Фильтр Today","FLOW-005 Быстрое создание задачи; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-020 Действие из notification; FLOW-021 Snooze reminder","Error handling","implementation_matrix.csv wave-a.csv:58 Source='errors.csv; State Matrix'; traceability 4.5 ERR-003 API cell='OpenAPI operations of module'; openapi.yaml contains no operationId for this requirement. Module-wide classification: requirement applies to the full confirmed operation set of MOD-003 (the 1 operations listed in Related, sourced from resolved rows of the same module in this matrix and verified against openapi.yaml); no single operationId is attributable.","Module-level requirement (traceability 4.5 API cell 'OpenAPI operations of module') with no single attributable operation; mapped module-wide to the confirmed operation set of MOD-003 (1 operations: GET_api_v1_today) per implementation_matrix resolved rows and openapi.yaml."
"wave-a.csv:60","AUDIT-003","AUDIT","MOD-003","Аудит и история действий модуля (append-only, redaction-aware)","resolved","module-wide","GET_api_v1_today","","","","Module-wide: audit/history evidence semantics for the command operations of MOD-003 in Related; per-operation permission per openapi.yaml x-permission.","Module-wide: implemented across the handlers of the 1 MOD-003 operations in Related (handler naming Task.Application.MOD-003.{operationId}Handler); no single endpoint handler owns the requirement.","SCR-010 Сегодня; SCR-011 Фильтр Today","FLOW-005 Быстрое создание задачи; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-020 Действие из notification; FLOW-021 Snooze reminder","Audit/security","implementation_matrix.csv wave-a.csv:60 Source='Architecture audit principles; OpenAPI side effects'; traceability 4.5 AUDIT-003 API cell='Domain command + audit/history endpoints'; openapi.yaml contains no operationId for this requirement. Module-wide classification: requirement applies to the full confirmed operation set of MOD-003 (the 1 operations listed in Related, sourced from resolved rows of the same module in this matrix and verified against openapi.yaml); no single operationId is attributable.","Module-level requirement (traceability 4.5 API cell 'OpenAPI operations of module') with no single attributable operation; mapped module-wide to the confirmed operation set of MOD-003 (1 operations: GET_api_v1_today) per implementation_matrix resolved rows and openapi.yaml."
"wave-a.csv:67","DATA-004","DATA","MOD-004","Данные модуля: DTO/агрегаты и их поля по OpenAPI","resolved","module-wide","DELETE_api_v1_inbox_items_id;GET_api_v1_inbox_items;GET_api_v1_inbox_items_id;PATCH_api_v1_inbox_items_id;POST_api_v1_inbox_items;POST_api_v1_inbox_items_id_convert_to_catalog_item;POST_api_v1_inbox_items_id_convert_to_task;POST_api_v1_inbox_items_id_restore","","","","Module-wide: contract/DTO typing for request and response bodies applies to all 8 operations of MOD-004 listed in Related; per-operation permission per openapi.yaml x-permission.","Module-wide: implemented across the handlers of the 8 MOD-004 operations in Related (handler naming Task.Application.MOD-004.{operationId}Handler); no single endpoint handler owns the requirement.","SCR-012 Входящие; SCR-013 Обработка входящего; SCR-014 Контекстное меню Входящих","FLOW-034 Inbox capture и conversion","Boundary/contract UI","implementation_matrix.csv wave-a.csv:67 Source='DEC-036/037/041'; traceability 4.5 DATA-004 API cell='OpenAPI operations of module'; openapi.yaml contains no operationId for this requirement. Module-wide classification: requirement applies to the full confirmed operation set of MOD-004 (the 8 operations listed in Related, sourced from resolved rows of the same module in this matrix and verified against openapi.yaml); no single operationId is attributable.","Module-level requirement (traceability 4.5 API cell 'OpenAPI operations of module') with no single attributable operation; mapped module-wide to the confirmed operation set of MOD-004 (8 operations: DELETE_api_v1_inbox_items_id, GET_api_v1_inbox_items, GET_api_v1_inbox_items_id, PATCH_api_v1_inbox_items_id, POST_api_v1_inbox_items, POST_api_v1_inbox_items_id_convert_to_catalog_item, POST_api_v1_inbox_items_id_convert_to_task, POST_api_v1_inbox_items_id_restore) per implementation_matrix resolved rows and openapi.yaml."
"wave-a.csv:68","PERM-004","PERM","MOD-004","Права модуля: capabilities и scopes по OpenAPI","resolved","module-wide","DELETE_api_v1_inbox_items_id;GET_api_v1_inbox_items;GET_api_v1_inbox_items_id;PATCH_api_v1_inbox_items_id;POST_api_v1_inbox_items;POST_api_v1_inbox_items_id_convert_to_catalog_item;POST_api_v1_inbox_items_id_convert_to_task;POST_api_v1_inbox_items_id_restore","","","","Module-wide: permission and capability model for MOD-004 covers all 8 operations in Related; enforced per operation per openapi.yaml x-permission and x-required-capability.","Module-wide: implemented across the handlers of the 8 MOD-004 operations in Related (handler naming Task.Application.MOD-004.{operationId}Handler); no single endpoint handler owns the requirement.","SCR-012 Входящие; SCR-013 Обработка входящего; SCR-014 Контекстное меню Входящих","FLOW-034 Inbox capture и conversion","Security/authorization","implementation_matrix.csv wave-a.csv:68 Source='DEC-004/030; OpenAPI'; traceability 4.5 PERM-004 API cell='OpenAPI operations of module'; openapi.yaml contains no operationId for this requirement. Module-wide classification: requirement applies to the full confirmed operation set of MOD-004 (the 8 operations listed in Related, sourced from resolved rows of the same module in this matrix and verified against openapi.yaml); no single operationId is attributable.","Module-level requirement (traceability 4.5 API cell 'OpenAPI operations of module') with no single attributable operation; mapped module-wide to the confirmed operation set of MOD-004 (8 operations: DELETE_api_v1_inbox_items_id, GET_api_v1_inbox_items, GET_api_v1_inbox_items_id, PATCH_api_v1_inbox_items_id, POST_api_v1_inbox_items, POST_api_v1_inbox_items_id_convert_to_catalog_item, POST_api_v1_inbox_items_id_convert_to_task, POST_api_v1_inbox_items_id_restore) per implementation_matrix resolved rows and openapi.yaml."
"wave-a.csv:69","ERR-004","ERR","MOD-004","Ошибки модуля: стабильные коды, HTTP-статусы и recovery по OpenAPI","resolved","module-wide","DELETE_api_v1_inbox_items_id;GET_api_v1_inbox_items;GET_api_v1_inbox_items_id;PATCH_api_v1_inbox_items_id;POST_api_v1_inbox_items;POST_api_v1_inbox_items_id_convert_to_catalog_item;POST_api_v1_inbox_items_id_convert_to_task;POST_api_v1_inbox_items_id_restore","","","","Module-wide: stable error handling and HTTP status semantics for all 8 operations of MOD-004 in Related; per-operation permission per openapi.yaml x-permission.","Module-wide: implemented across the handlers of the 8 MOD-004 operations in Related (handler naming Task.Application.MOD-004.{operationId}Handler); no single endpoint handler owns the requirement.","SCR-012 Входящие; SCR-013 Обработка входящего; SCR-014 Контекстное меню Входящих","FLOW-034 Inbox capture и conversion","Error handling","implementation_matrix.csv wave-a.csv:69 Source='errors.csv; State Matrix'; traceability 4.5 ERR-004 API cell='OpenAPI operations of module'; openapi.yaml contains no operationId for this requirement. Module-wide classification: requirement applies to the full confirmed operation set of MOD-004 (the 8 operations listed in Related, sourced from resolved rows of the same module in this matrix and verified against openapi.yaml); no single operationId is attributable.","Module-level requirement (traceability 4.5 API cell 'OpenAPI operations of module') with no single attributable operation; mapped module-wide to the confirmed operation set of MOD-004 (8 operations: DELETE_api_v1_inbox_items_id, GET_api_v1_inbox_items, GET_api_v1_inbox_items_id, PATCH_api_v1_inbox_items_id, POST_api_v1_inbox_items, POST_api_v1_inbox_items_id_convert_to_catalog_item, POST_api_v1_inbox_items_id_convert_to_task, POST_api_v1_inbox_items_id_restore) per implementation_matrix resolved rows and openapi.yaml."
"wave-a.csv:71","AUDIT-004","AUDIT","MOD-004","Аудит и история действий модуля (append-only, redaction-aware)","resolved","module-wide","DELETE_api_v1_inbox_items_id;GET_api_v1_inbox_items;GET_api_v1_inbox_items_id;PATCH_api_v1_inbox_items_id;POST_api_v1_inbox_items;POST_api_v1_inbox_items_id_convert_to_catalog_item;POST_api_v1_inbox_items_id_convert_to_task;POST_api_v1_inbox_items_id_restore","","","","Module-wide: audit/history evidence semantics for the command operations of MOD-004 in Related; per-operation permission per openapi.yaml x-permission.","Module-wide: implemented across the handlers of the 8 MOD-004 operations in Related (handler naming Task.Application.MOD-004.{operationId}Handler); no single endpoint handler owns the requirement.","SCR-012 Входящие; SCR-013 Обработка входящего; SCR-014 Контекстное меню Входящих","FLOW-034 Inbox capture и conversion","Audit/security","implementation_matrix.csv wave-a.csv:71 Source='Architecture audit principles; OpenAPI side effects'; traceability 4.5 AUDIT-004 API cell='Domain command + audit/history endpoints'; openapi.yaml contains no operationId for this requirement. Module-wide classification: requirement applies to the full confirmed operation set of MOD-004 (the 8 operations listed in Related, sourced from resolved rows of the same module in this matrix and verified against openapi.yaml); no single operationId is attributable.","Module-level requirement (traceability 4.5 API cell 'OpenAPI operations of module') with no single attributable operation; mapped module-wide to the confirmed operation set of MOD-004 (8 operations: DELETE_api_v1_inbox_items_id, GET_api_v1_inbox_items, GET_api_v1_inbox_items_id, PATCH_api_v1_inbox_items_id, POST_api_v1_inbox_items, POST_api_v1_inbox_items_id_convert_to_catalog_item, POST_api_v1_inbox_items_id_convert_to_task, POST_api_v1_inbox_items_id_restore) per implementation_matrix resolved rows and openapi.yaml."
"wave-a.csv:84","DATA-005","DATA","MOD-005","Данные модуля: DTO/агрегаты и их поля по OpenAPI","resolved","module-wide","DELETE_api_v1_tasks_id;DELETE_api_v1_tasks_id_dependencies_dependencyId;GET_api_v1_tasks;GET_api_v1_tasks_id;PATCH_api_v1_tasks_id;POST_api_v1_tasks;POST_api_v1_tasks_bulk_transition;POST_api_v1_tasks_id_archive;POST_api_v1_tasks_id_dependencies;POST_api_v1_tasks_id_move;POST_api_v1_tasks_id_restore;POST_api_v1_tasks_id_transition;POST_api_v1_tasks_id_unarchive;PUT_api_v1_tasks_id_assignees;PUT_api_v1_tasks_id_watchers","","","","Module-wide: contract/DTO typing for request and response bodies applies to all 15 operations of MOD-005 listed in Related; per-operation permission per openapi.yaml x-permission.","Module-wide: implemented across the handlers of the 15 MOD-005 operations in Related (handler naming Task.Application.MOD-005.{operationId}Handler); no single endpoint handler owns the requirement.","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Boundary/contract UI","implementation_matrix.csv wave-a.csv:84 Source='DEC-036/037/041'; traceability 4.5 DATA-005 API cell='OpenAPI operations of module'; openapi.yaml contains no operationId for this requirement. Module-wide classification: requirement applies to the full confirmed operation set of MOD-005 (the 15 operations listed in Related, sourced from resolved rows of the same module in this matrix and verified against openapi.yaml); no single operationId is attributable.","Module-level requirement (traceability 4.5 API cell 'OpenAPI operations of module') with no single attributable operation; mapped module-wide to the confirmed operation set of MOD-005 (15 operations: DELETE_api_v1_tasks_id, DELETE_api_v1_tasks_id_dependencies_dependencyId, GET_api_v1_tasks, GET_api_v1_tasks_id, PATCH_api_v1_tasks_id, POST_api_v1_tasks, POST_api_v1_tasks_bulk_transition, POST_api_v1_tasks_id_archive, POST_api_v1_tasks_id_dependencies, POST_api_v1_tasks_id_move, POST_api_v1_tasks_id_restore, POST_api_v1_tasks_id_transition, POST_api_v1_tasks_id_unarchive, PUT_api_v1_tasks_id_assignees, PUT_api_v1_tasks_id_watchers) per implementation_matrix resolved rows and openapi.yaml."
"wave-a.csv:85","PERM-005","PERM","MOD-005","Права модуля: capabilities и scopes по OpenAPI","resolved","module-wide","DELETE_api_v1_tasks_id;DELETE_api_v1_tasks_id_dependencies_dependencyId;GET_api_v1_tasks;GET_api_v1_tasks_id;PATCH_api_v1_tasks_id;POST_api_v1_tasks;POST_api_v1_tasks_bulk_transition;POST_api_v1_tasks_id_archive;POST_api_v1_tasks_id_dependencies;POST_api_v1_tasks_id_move;POST_api_v1_tasks_id_restore;POST_api_v1_tasks_id_transition;POST_api_v1_tasks_id_unarchive;PUT_api_v1_tasks_id_assignees;PUT_api_v1_tasks_id_watchers","","","","Module-wide: permission and capability model for MOD-005 covers all 15 operations in Related; enforced per operation per openapi.yaml x-permission and x-required-capability.","Module-wide: implemented across the handlers of the 15 MOD-005 operations in Related (handler naming Task.Application.MOD-005.{operationId}Handler); no single endpoint handler owns the requirement.","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Security/authorization","implementation_matrix.csv wave-a.csv:85 Source='DEC-004/030; OpenAPI'; traceability 4.5 PERM-005 API cell='OpenAPI operations of module'; openapi.yaml contains no operationId for this requirement. Module-wide classification: requirement applies to the full confirmed operation set of MOD-005 (the 15 operations listed in Related, sourced from resolved rows of the same module in this matrix and verified against openapi.yaml); no single operationId is attributable.","Module-level requirement (traceability 4.5 API cell 'OpenAPI operations of module') with no single attributable operation; mapped module-wide to the confirmed operation set of MOD-005 (15 operations: DELETE_api_v1_tasks_id, DELETE_api_v1_tasks_id_dependencies_dependencyId, GET_api_v1_tasks, GET_api_v1_tasks_id, PATCH_api_v1_tasks_id, POST_api_v1_tasks, POST_api_v1_tasks_bulk_transition, POST_api_v1_tasks_id_archive, POST_api_v1_tasks_id_dependencies, POST_api_v1_tasks_id_move, POST_api_v1_tasks_id_restore, POST_api_v1_tasks_id_transition, POST_api_v1_tasks_id_unarchive, PUT_api_v1_tasks_id_assignees, PUT_api_v1_tasks_id_watchers) per implementation_matrix resolved rows and openapi.yaml."
"wave-a.csv:86","ERR-005","ERR","MOD-005","Ошибки модуля: стабильные коды, HTTP-статусы и recovery по OpenAPI","resolved","module-wide","DELETE_api_v1_tasks_id;DELETE_api_v1_tasks_id_dependencies_dependencyId;GET_api_v1_tasks;GET_api_v1_tasks_id;PATCH_api_v1_tasks_id;POST_api_v1_tasks;POST_api_v1_tasks_bulk_transition;POST_api_v1_tasks_id_archive;POST_api_v1_tasks_id_dependencies;POST_api_v1_tasks_id_move;POST_api_v1_tasks_id_restore;POST_api_v1_tasks_id_transition;POST_api_v1_tasks_id_unarchive;PUT_api_v1_tasks_id_assignees;PUT_api_v1_tasks_id_watchers","","","","Module-wide: stable error handling and HTTP status semantics for all 15 operations of MOD-005 in Related; per-operation permission per openapi.yaml x-permission.","Module-wide: implemented across the handlers of the 15 MOD-005 operations in Related (handler naming Task.Application.MOD-005.{operationId}Handler); no single endpoint handler owns the requirement.","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Error handling","implementation_matrix.csv wave-a.csv:86 Source='errors.csv; State Matrix'; traceability 4.5 ERR-005 API cell='OpenAPI operations of module'; openapi.yaml contains no operationId for this requirement. Module-wide classification: requirement applies to the full confirmed operation set of MOD-005 (the 15 operations listed in Related, sourced from resolved rows of the same module in this matrix and verified against openapi.yaml); no single operationId is attributable.","Module-level requirement (traceability 4.5 API cell 'OpenAPI operations of module') with no single attributable operation; mapped module-wide to the confirmed operation set of MOD-005 (15 operations: DELETE_api_v1_tasks_id, DELETE_api_v1_tasks_id_dependencies_dependencyId, GET_api_v1_tasks, GET_api_v1_tasks_id, PATCH_api_v1_tasks_id, POST_api_v1_tasks, POST_api_v1_tasks_bulk_transition, POST_api_v1_tasks_id_archive, POST_api_v1_tasks_id_dependencies, POST_api_v1_tasks_id_move, POST_api_v1_tasks_id_restore, POST_api_v1_tasks_id_transition, POST_api_v1_tasks_id_unarchive, PUT_api_v1_tasks_id_assignees, PUT_api_v1_tasks_id_watchers) per implementation_matrix resolved rows and openapi.yaml."
"wave-a.csv:88","AUDIT-005","AUDIT","MOD-005","Аудит и история действий модуля (append-only, redaction-aware)","resolved","module-wide","DELETE_api_v1_tasks_id;DELETE_api_v1_tasks_id_dependencies_dependencyId;GET_api_v1_tasks;GET_api_v1_tasks_id;PATCH_api_v1_tasks_id;POST_api_v1_tasks;POST_api_v1_tasks_bulk_transition;POST_api_v1_tasks_id_archive;POST_api_v1_tasks_id_dependencies;POST_api_v1_tasks_id_move;POST_api_v1_tasks_id_restore;POST_api_v1_tasks_id_transition;POST_api_v1_tasks_id_unarchive;PUT_api_v1_tasks_id_assignees;PUT_api_v1_tasks_id_watchers","","","","Module-wide: audit/history evidence semantics for the command operations of MOD-005 in Related; per-operation permission per openapi.yaml x-permission.","Module-wide: implemented across the handlers of the 15 MOD-005 operations in Related (handler naming Task.Application.MOD-005.{operationId}Handler); no single endpoint handler owns the requirement.","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Audit/security","implementation_matrix.csv wave-a.csv:88 Source='Architecture audit principles; OpenAPI side effects'; traceability 4.5 AUDIT-005 API cell='Domain command + audit/history endpoints'; openapi.yaml contains no operationId for this requirement. Module-wide classification: requirement applies to the full confirmed operation set of MOD-005 (the 15 operations listed in Related, sourced from resolved rows of the same module in this matrix and verified against openapi.yaml); no single operationId is attributable.","Module-level requirement (traceability 4.5 API cell 'OpenAPI operations of module') with no single attributable operation; mapped module-wide to the confirmed operation set of MOD-005 (15 operations: DELETE_api_v1_tasks_id, DELETE_api_v1_tasks_id_dependencies_dependencyId, GET_api_v1_tasks, GET_api_v1_tasks_id, PATCH_api_v1_tasks_id, POST_api_v1_tasks, POST_api_v1_tasks_bulk_transition, POST_api_v1_tasks_id_archive, POST_api_v1_tasks_id_dependencies, POST_api_v1_tasks_id_move, POST_api_v1_tasks_id_restore, POST_api_v1_tasks_id_transition, POST_api_v1_tasks_id_unarchive, PUT_api_v1_tasks_id_assignees, PUT_api_v1_tasks_id_watchers) per implementation_matrix resolved rows and openapi.yaml."
"wave-a.csv:112","DATA-006","DATA","MOD-006","Данные модуля: DTO/агрегаты и их поля по OpenAPI","resolved","module-wide","DELETE_api_v1_tasks_taskId_checklists_checklistId_items_itemId;DELETE_api_v1_tasks_taskId_checklists_id;GET_api_v1_tasks_id_subtasks;GET_api_v1_tasks_taskId_checklists;GET_api_v1_tasks_taskId_checklists_id;PATCH_api_v1_tasks_taskId_checklists_checklistId_items_itemId;PATCH_api_v1_tasks_taskId_checklists_id;POST_api_v1_tasks_id_subtasks;POST_api_v1_tasks_taskId_checklists;POST_api_v1_tasks_taskId_checklists_checklistId_items;POST_api_v1_tasks_taskId_checklists_checklistId_reorder","","","","Module-wide: contract/DTO typing for request and response bodies applies to all 11 operations of MOD-006 listed in Related; per-operation permission per openapi.yaml x-permission.","Module-wide: implemented across the handlers of the 11 MOD-006 operations in Related (handler naming Task.Application.MOD-006.{operationId}Handler); no single endpoint handler owns the requirement.","SCR-033 Подзадачи и чек-листы","FLOW-009 Создание подзадачи","Boundary/contract UI","implementation_matrix.csv wave-a.csv:112 Source='DEC-036/037/041'; traceability 4.5 DATA-006 API cell='OpenAPI operations of module'; openapi.yaml contains no operationId for this requirement. Module-wide classification: requirement applies to the full confirmed operation set of MOD-006 (the 11 operations listed in Related, sourced from resolved rows of the same module in this matrix and verified against openapi.yaml); no single operationId is attributable.","Module-level requirement (traceability 4.5 API cell 'OpenAPI operations of module') with no single attributable operation; mapped module-wide to the confirmed operation set of MOD-006 (11 operations: DELETE_api_v1_tasks_taskId_checklists_checklistId_items_itemId, DELETE_api_v1_tasks_taskId_checklists_id, GET_api_v1_tasks_id_subtasks, GET_api_v1_tasks_taskId_checklists, GET_api_v1_tasks_taskId_checklists_id, PATCH_api_v1_tasks_taskId_checklists_checklistId_items_itemId, PATCH_api_v1_tasks_taskId_checklists_id, POST_api_v1_tasks_id_subtasks, POST_api_v1_tasks_taskId_checklists, POST_api_v1_tasks_taskId_checklists_checklistId_items, POST_api_v1_tasks_taskId_checklists_checklistId_reorder) per implementation_matrix resolved rows and openapi.yaml."
