AC ID,Module,FR/BR,Scenario,Priority,Test type,Source,Gherkin
AC-1473,MOD-005,DATA-005,[STATE-007] Field contract: TaskCreate.status respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskCreate.status; openapi.yaml operation POST_api_v1_tasks,"Given пользователь редактирует `TaskCreate.status` через `Статус · ComboBox`
When введённое значение нарушает `enum=[""new"", ""in_progress"", ""review"", ""completed"", ""cancelled""]` или required/nullable rule
Then клиент не подменяет контракт и показывает `Выберите значение из списка.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1474,MOD-005,DATA-005,[STATE-007] Field contract: TaskPatch.status respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskPatch.status; openapi.yaml operation PATCH_api_v1_tasks_id,"Given пользователь редактирует `TaskPatch.status` через `Статус · ComboBox`
When введённое значение нарушает `enum=[""new"", ""in_progress"", ""review"", ""completed"", ""cancelled""]` или required/nullable rule
Then клиент не подменяет контракт и показывает `Выберите значение из списка.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1475,MOD-005,DATA-005,[STATE-007] Field contract: TaskCreate.priority respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskCreate.priority; openapi.yaml operation POST_api_v1_tasks,"Given пользователь редактирует `TaskCreate.priority` через `Приоритет · ComboBox`
When введённое значение нарушает `enum=[""low"", ""normal"", ""high"", ""critical""]` или required/nullable rule
Then клиент не подменяет контракт и показывает `Выберите значение из списка.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1476,MOD-005,DATA-005,[STATE-007] Field contract: TaskPatch.priority respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskPatch.priority; openapi.yaml operation PATCH_api_v1_tasks_id,"Given пользователь редактирует `TaskPatch.priority` через `Приоритет · ComboBox`
When введённое значение нарушает `enum=[""low"", ""normal"", ""high"", ""critical""]` или required/nullable rule
Then клиент не подменяет контракт и показывает `Выберите значение из списка.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1477,MOD-005,DATA-005,[STATE-007] Field contract: TaskCreate.projectId respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskCreate.projectId; openapi.yaml operation POST_api_v1_tasks,"Given пользователь редактирует `TaskCreate.projectId` через `Проект · Entity picker`
When введённое значение нарушает `—` или required/nullable rule
Then клиент не подменяет контракт и показывает `Выберите существующий доступный объект. Поле можно очистить явным значением null.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1478,MOD-005,DATA-005,[STATE-007] Field contract: TaskMoveRequest.projectId respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskMoveRequest.projectId; openapi.yaml operation POST_api_v1_tasks_id_move,"Given пользователь редактирует `TaskMoveRequest.projectId` через `Проект · Entity picker`
When введённое значение нарушает `—` или required/nullable rule
Then клиент не подменяет контракт и показывает `Выберите существующий доступный объект. Поле можно очистить явным значением null.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1479,MOD-005,DATA-005,[STATE-007] Field contract: TaskPatch.projectId respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskPatch.projectId; openapi.yaml operation PATCH_api_v1_tasks_id,"Given пользователь редактирует `TaskPatch.projectId` через `Проект · Entity picker`
When введённое значение нарушает `—` или required/nullable rule
Then клиент не подменяет контракт и показывает `Выберите существующий доступный объект. Поле можно очистить явным значением null.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1480,MOD-005,DATA-005,[STATE-007] Field contract: TaskCreate.assigneeIds respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskCreate.assigneeIds; openapi.yaml operation POST_api_v1_tasks,"Given пользователь редактирует `TaskCreate.assigneeIds` через `Исполнители · Multi-select/list editor`
When введённое значение нарушает `maxItems=100; uniqueItems=true` или required/nullable rule
Then клиент не подменяет контракт и показывает `Не более 100 значений.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1481,MOD-005,DATA-005,[STATE-007] Field contract: TaskPatch.assigneeIds respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskPatch.assigneeIds; openapi.yaml operation PATCH_api_v1_tasks_id,"Given пользователь редактирует `TaskPatch.assigneeIds` через `Исполнители · Multi-select/list editor`
When введённое значение нарушает `maxItems=100; uniqueItems=true` или required/nullable rule
Then клиент не подменяет контракт и показывает `Не более 100 значений.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1482,MOD-005,DATA-005,[STATE-007] Field contract: TaskCreate.watcherIds respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskCreate.watcherIds; openapi.yaml operation POST_api_v1_tasks,"Given пользователь редактирует `TaskCreate.watcherIds` через `Наблюдатели · Multi-select/list editor`
When введённое значение нарушает `maxItems=100; uniqueItems=true` или required/nullable rule
Then клиент не подменяет контракт и показывает `Не более 100 значений.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1483,MOD-005,DATA-005,[STATE-007] Field contract: TaskPatch.watcherIds respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskPatch.watcherIds; openapi.yaml operation PATCH_api_v1_tasks_id,"Given пользователь редактирует `TaskPatch.watcherIds` через `Наблюдатели · Multi-select/list editor`
When введённое значение нарушает `maxItems=100; uniqueItems=true` или required/nullable rule
Then клиент не подменяет контракт и показывает `Не более 100 значений.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1484,MOD-005,DATA-005,[STATE-007] Field contract: TaskCreate.scheduledDate respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskCreate.scheduledDate; openapi.yaml operation POST_api_v1_tasks,"Given пользователь редактирует `TaskCreate.scheduledDate` через `Дата · DatePicker`
When введённое значение нарушает `—` или required/nullable rule
Then клиент не подменяет контракт и показывает `Укажите корректную дату. Поле можно очистить явным значением null.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1485,MOD-005,DATA-005,[STATE-007] Field contract: TaskPatch.scheduledDate respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskPatch.scheduledDate; openapi.yaml operation PATCH_api_v1_tasks_id,"Given пользователь редактирует `TaskPatch.scheduledDate` через `Дата · DatePicker`
When введённое значение нарушает `—` или required/nullable rule
Then клиент не подменяет контракт и показывает `Укажите корректную дату. Поле можно очистить явным значением null.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1486,MOD-005,DATA-005,[STATE-007] Field contract: TaskCreate.startTimeLocal respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskCreate.startTimeLocal; openapi.yaml operation POST_api_v1_tasks,"Given пользователь редактирует `TaskCreate.startTimeLocal` через `Время начала · TimePicker`
When введённое значение нарушает `—` или required/nullable rule
Then клиент не подменяет контракт и показывает `Укажите корректное локальное время. Поле можно очистить явным значением null.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1487,MOD-005,DATA-005,[STATE-007] Field contract: TaskPatch.startTimeLocal respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskPatch.startTimeLocal; openapi.yaml operation PATCH_api_v1_tasks_id,"Given пользователь редактирует `TaskPatch.startTimeLocal` через `Время начала · TimePicker`
When введённое значение нарушает `—` или required/nullable rule
Then клиент не подменяет контракт и показывает `Укажите корректное локальное время. Поле можно очистить явным значением null.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1488,MOD-005,DATA-005,[STATE-007] Field contract: TaskCreate.plannedDurationMinutes respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskCreate.plannedDurationMinutes; openapi.yaml operation POST_api_v1_tasks,"Given пользователь редактирует `TaskCreate.plannedDurationMinutes` через `Длительность · Numeric input`
When введённое значение нарушает `min=1; max=10080; minimum=1; maximum=10080` или required/nullable rule
Then клиент не подменяет контракт и показывает `Значение должно быть в диапазоне 1–10080. Поле можно очистить явным значением null.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1489,MOD-005,DATA-005,[STATE-007] Field contract: TaskPatch.plannedDurationMinutes respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskPatch.plannedDurationMinutes; openapi.yaml operation PATCH_api_v1_tasks_id,"Given пользователь редактирует `TaskPatch.plannedDurationMinutes` через `Длительность · Numeric input`
When введённое значение нарушает `min=1; max=10080; minimum=1; maximum=10080` или required/nullable rule
Then клиент не подменяет контракт и показывает `Значение должно быть в диапазоне 1–10080. Поле можно очистить явным значением null.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1490,MOD-005,DATA-005,[STATE-007] Field contract: TaskCreate.deadlineAt respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskCreate.deadlineAt; openapi.yaml operation POST_api_v1_tasks,"Given пользователь редактирует `TaskCreate.deadlineAt` через `Дедлайн · DateTimePicker`
When введённое значение нарушает `—` или required/nullable rule
Then клиент не подменяет контракт и показывает `Укажите дату и время с корректным часовым поясом. Поле можно очистить явным значением null.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1491,MOD-006,DATA-006,[STATE-007] Field contract: ChecklistCreate.title respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:ChecklistCreate.title; openapi.yaml operation POST_api_v1_tasks_taskId_checklists,"Given пользователь редактирует `ChecklistCreate.title` через `Название · TextBox`
When введённое значение нарушает `minLength=1; maxLength=300` или required/nullable rule
Then клиент не подменяет контракт и показывает `Обязательное поле. Допустимо 1–300 символов.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1492,MOD-006,DATA-006,[STATE-007] Field contract: TaskCreate.title respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskCreate.title; openapi.yaml operation POST_api_v1_tasks_id_subtasks,"Given пользователь редактирует `TaskCreate.title` через `Название · TextBox`
When введённое значение нарушает `minLength=1; maxLength=500` или required/nullable rule
Then клиент не подменяет контракт и показывает `Обязательное поле. Допустимо 1–500 символов.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1493,MOD-006,DATA-006,[STATE-007] Field contract: ChecklistPatch.title respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:ChecklistPatch.title; openapi.yaml operation PATCH_api_v1_tasks_taskId_checklists_id,"Given пользователь редактирует `ChecklistPatch.title` через `Название · TextBox`
When введённое значение нарушает `minLength=1; maxLength=300` или required/nullable rule
Then клиент не подменяет контракт и показывает `Допустимо 1–300 символов.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1494,MOD-006,DATA-006,[STATE-007] Field contract: TaskCreate.description respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskCreate.description; openapi.yaml operation POST_api_v1_tasks_id_subtasks,"Given пользователь редактирует `TaskCreate.description` через `Описание · Multiline text`
When введённое значение нарушает `maxLength=50000` или required/nullable rule
Then клиент не подменяет контракт и показывает `Не более 50000 символов. Поле можно очистить явным значением null.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1495,MOD-006,DATA-006,[STATE-007] Field contract: TaskCreate.status respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskCreate.status; openapi.yaml operation POST_api_v1_tasks_id_subtasks,"Given пользователь редактирует `TaskCreate.status` через `Статус · ComboBox`
When введённое значение нарушает `enum=[""new"", ""in_progress"", ""review"", ""completed"", ""cancelled""]` или required/nullable rule
Then клиент не подменяет контракт и показывает `Выберите значение из списка.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1496,MOD-006,DATA-006,[STATE-007] Field contract: TaskCreate.priority respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskCreate.priority; openapi.yaml operation POST_api_v1_tasks_id_subtasks,"Given пользователь редактирует `TaskCreate.priority` через `Приоритет · ComboBox`
When введённое значение нарушает `enum=[""low"", ""normal"", ""high"", ""critical""]` или required/nullable rule
Then клиент не подменяет контракт и показывает `Выберите значение из списка.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1497,MOD-006,DATA-006,[STATE-007] Field contract: TaskCreate.projectId respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskCreate.projectId; openapi.yaml operation POST_api_v1_tasks_id_subtasks,"Given пользователь редактирует `TaskCreate.projectId` через `Проект · Entity picker`
When введённое значение нарушает `—` или required/nullable rule
Then клиент не подменяет контракт и показывает `Выберите существующий доступный объект. Поле можно очистить явным значением null.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1498,MOD-006,DATA-006,[STATE-007] Field contract: TaskCreate.assigneeIds respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskCreate.assigneeIds; openapi.yaml operation POST_api_v1_tasks_id_subtasks,"Given пользователь редактирует `TaskCreate.assigneeIds` через `Исполнители · Multi-select/list editor`
When введённое значение нарушает `maxItems=100; uniqueItems=true` или required/nullable rule
Then клиент не подменяет контракт и показывает `Не более 100 значений.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1499,MOD-006,DATA-006,[STATE-007] Field contract: TaskCreate.watcherIds respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskCreate.watcherIds; openapi.yaml operation POST_api_v1_tasks_id_subtasks,"Given пользователь редактирует `TaskCreate.watcherIds` через `Наблюдатели · Multi-select/list editor`
When введённое значение нарушает `maxItems=100; uniqueItems=true` или required/nullable rule
Then клиент не подменяет контракт и показывает `Не более 100 значений.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1500,MOD-006,DATA-006,[STATE-007] Field contract: TaskCreate.scheduledDate respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskCreate.scheduledDate; openapi.yaml operation POST_api_v1_tasks_id_subtasks,"Given пользователь редактирует `TaskCreate.scheduledDate` через `Дата · DatePicker`
When введённое значение нарушает `—` или required/nullable rule
Then клиент не подменяет контракт и показывает `Укажите корректную дату. Поле можно очистить явным значением null.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1501,MOD-006,DATA-006,[STATE-007] Field contract: TaskCreate.startTimeLocal respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskCreate.startTimeLocal; openapi.yaml operation POST_api_v1_tasks_id_subtasks,"Given пользователь редактирует `TaskCreate.startTimeLocal` через `Время начала · TimePicker`
When введённое значение нарушает `—` или required/nullable rule
Then клиент не подменяет контракт и показывает `Укажите корректное локальное время. Поле можно очистить явным значением null.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1502,MOD-006,DATA-006,[STATE-007] Field contract: TaskCreate.plannedDurationMinutes respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskCreate.plannedDurationMinutes; openapi.yaml operation POST_api_v1_tasks_id_subtasks,"Given пользователь редактирует `TaskCreate.plannedDurationMinutes` через `Длительность · Numeric input`
When введённое значение нарушает `min=1; max=10080; minimum=1; maximum=10080` или required/nullable rule
Then клиент не подменяет контракт и показывает `Значение должно быть в диапазоне 1–10080. Поле можно очистить явным значением null.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1503,MOD-006,DATA-006,[STATE-007] Field contract: TaskCreate.deadlineAt respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskCreate.deadlineAt; openapi.yaml operation POST_api_v1_tasks_id_subtasks,"Given пользователь редактирует `TaskCreate.deadlineAt` через `Дедлайн · DateTimePicker`
When введённое значение нарушает `—` или required/nullable rule
Then клиент не подменяет контракт и показывает `Укажите дату и время с корректным часовым поясом. Поле можно очистить явным значением null.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1504,MOD-006,DATA-006,[STATE-007] Field contract: TaskCreate.scheduleTimeZone respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskCreate.scheduleTimeZone; openapi.yaml operation POST_api_v1_tasks_id_subtasks,"Given пользователь редактирует `TaskCreate.scheduleTimeZone` через `Часовой пояс расписания · TextBox`
When введённое значение нарушает `maxLength=64` или required/nullable rule
Then клиент не подменяет контракт и показывает `Не более 64 символов. Поле можно очистить явным значением null.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1505,MOD-006,DATA-006,[STATE-007] Field contract: ChecklistItemCreate.text respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:ChecklistItemCreate.text; openapi.yaml operation POST_api_v1_tasks_taskId_checklists_checklistId_items,"Given пользователь редактирует `ChecklistItemCreate.text` через `Текст · TextBox`
When введённое значение нарушает `minLength=1; maxLength=1000` или required/nullable rule
Then клиент не подменяет контракт и показывает `Обязательное поле. Допустимо 1–1000 символов.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1506,MOD-006,DATA-006,[STATE-007] Field contract: OrderKeys.items respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:OrderKeys.items; openapi.yaml operation POST_api_v1_tasks_taskId_checklists_checklistId_reorder,"Given пользователь редактирует `OrderKeys.items` через `Items · Multi-select/list editor`
When введённое значение нарушает `minItems=1; maxItems=500` или required/nullable rule
Then клиент не подменяет контракт и показывает `Обязательное поле. Не более 500 значений. Не менее 1 значений.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1507,MOD-006,DATA-006,[STATE-007] Field contract: OrderKeys.items[].id respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:OrderKeys.items[].id; openapi.yaml operation POST_api_v1_tasks_taskId_checklists_checklistId_reorder,"Given пользователь редактирует `OrderKeys.items[].id` через `Id · Entity picker`
When введённое значение нарушает `—` или required/nullable rule
Then клиент не подменяет контракт и показывает `Обязательное поле. Выберите существующий доступный объект.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1508,MOD-006,DATA-006,[STATE-007] Field contract: OrderKeys.items[].sortOrder respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:OrderKeys.items[].sortOrder; openapi.yaml operation POST_api_v1_tasks_taskId_checklists_checklistId_reorder,"Given пользователь редактирует `OrderKeys.items[].sortOrder` через `Порядок · Numeric input`
When введённое значение нарушает `—` или required/nullable rule
Then клиент не подменяет контракт и показывает `Обязательное поле.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1509,MOD-006,DATA-006,[STATE-007] Field contract: TaskCreate.authorUserId respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:TaskCreate.authorUserId; openapi.yaml operation POST_api_v1_tasks_id_subtasks,"Given пользователь редактирует `TaskCreate.authorUserId` через `Автор · Entity picker`
When введённое значение нарушает `—` или required/nullable rule
Then клиент не подменяет контракт и показывает `Обязательное поле. Выберите существующий доступный объект.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1510,MOD-006,DATA-006,[STATE-007] Field contract: ChecklistCreate.items respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:ChecklistCreate.items; openapi.yaml operation POST_api_v1_tasks_taskId_checklists,"Given пользователь редактирует `ChecklistCreate.items` через `Items · Multi-select/list editor`
When введённое значение нарушает `maxItems=500` или required/nullable rule
Then клиент не подменяет контракт и показывает `Не более 500 значений.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1511,MOD-006,DATA-006,[STATE-007] Field contract: ChecklistCreate.sortOrder respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:ChecklistCreate.sortOrder; openapi.yaml operation POST_api_v1_tasks_taskId_checklists,"Given пользователь редактирует `ChecklistCreate.sortOrder` через `Порядок · Numeric input`
When введённое значение нарушает `—` или required/nullable rule
Then клиент не подменяет контракт и показывает `Серверная field validation; ошибка привязывается к этому пути.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1512,MOD-006,DATA-006,[STATE-007] Field contract: ChecklistCreate.taskId respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:ChecklistCreate.taskId; openapi.yaml operation POST_api_v1_tasks_taskId_checklists,"Given пользователь редактирует `ChecklistCreate.taskId` через `Task id · Entity picker`
When введённое значение нарушает `—` или required/nullable rule
Then клиент не подменяет контракт и показывает `Выберите существующий доступный объект.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1513,MOD-006,DATA-006,[STATE-007] Field contract: ChecklistItemCreate.checklistId respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:ChecklistItemCreate.checklistId; openapi.yaml operation POST_api_v1_tasks_taskId_checklists_checklistId_items,"Given пользователь редактирует `ChecklistItemCreate.checklistId` через `Checklist id · Entity picker`
When введённое значение нарушает `—` или required/nullable rule
Then клиент не подменяет контракт и показывает `Выберите существующий доступный объект.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1514,MOD-006,DATA-006,[STATE-007] Field contract: ChecklistItemCreate.completedAt respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:ChecklistItemCreate.completedAt; openapi.yaml operation POST_api_v1_tasks_taskId_checklists_checklistId_items,"Given пользователь редактирует `ChecklistItemCreate.completedAt` через `Дата выполнения · DateTimePicker`
When введённое значение нарушает `—` или required/nullable rule
Then клиент не подменяет контракт и показывает `Укажите дату и время с корректным часовым поясом. Поле можно очистить явным значением null.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1515,MOD-007,DATA-007,[STATE-007] Field contract: RecurrenceSeriesCreate.status respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:RecurrenceSeriesCreate.status; openapi.yaml operation POST_api_v1_recurrence_series,"Given пользователь редактирует `RecurrenceSeriesCreate.status` через `Статус · ComboBox`
When введённое значение нарушает `enum=[""active"", ""paused"", ""completed"", ""cancelled""]` или required/nullable rule
Then клиент не подменяет контракт и показывает `Выберите значение из списка.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1516,MOD-007,DATA-007,[STATE-007] Field contract: RecurrenceSeriesPatch.status respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:RecurrenceSeriesPatch.status; openapi.yaml operation PATCH_api_v1_recurrence_series_id,"Given пользователь редактирует `RecurrenceSeriesPatch.status` через `Статус · ComboBox`
When введённое значение нарушает `enum=[""active"", ""paused"", ""completed"", ""cancelled""]` или required/nullable rule
Then клиент не подменяет контракт и показывает `Выберите значение из списка.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1517,MOD-007,DATA-007,[STATE-007] Field contract: SkipOccurrenceRequest.status respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:RecurrenceOccurrence.status; openapi.yaml operation POST_api_v1_recurrence_series_id_skip_occurrenceKey,"Given пользователь редактирует `SkipOccurrenceRequest.status` через `Статус · Read-only value`
When введённое значение нарушает `enum=[""planned"", ""generated"", ""skipped"", ""cancelled""]` или required/nullable rule
Then клиент не подменяет контракт и показывает `Не редактируется; значение отображается из ответа сервера.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1518,MOD-007,DATA-007,[STATE-007] Field contract: —.status respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:RecurrenceSeries.status; openapi.yaml operation DELETE_api_v1_recurrence_series_id,"Given пользователь редактирует `—.status` через `Статус · Read-only value`
When введённое значение нарушает `enum=[""active"", ""paused"", ""completed"", ""cancelled""]` или required/nullable rule
Then клиент не подменяет контракт и показывает `Не редактируется; значение отображается из ответа сервера.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1519,MOD-007,DATA-007,[STATE-007] Field contract: RecurrencePreviewRequest.fromDate respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:RecurrencePreviewRequest.fromDate; openapi.yaml operation POST_api_v1_recurrence_series_id_preview,"Given пользователь редактирует `RecurrencePreviewRequest.fromDate` через `Начало preview · DatePicker`
When введённое значение нарушает `—` или required/nullable rule
Then клиент не подменяет контракт и показывает `Обязательное поле. Укажите корректную дату.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1520,MOD-007,DATA-007,[STATE-007] Field contract: RecurrencePreviewRequest.limit respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:RecurrencePreviewRequest.limit; openapi.yaml operation POST_api_v1_recurrence_series_id_preview,"Given пользователь редактирует `RecurrencePreviewRequest.limit` через `Лимит · Numeric input`
When введённое значение нарушает `min=1; max=500; minimum=1; maximum=500` или required/nullable rule
Then клиент не подменяет контракт и показывает `Обязательное поле. Значение должно быть в диапазоне 1–500.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1521,MOD-007,DATA-007,[STATE-007] Field contract: RecurrencePreviewRequest.rule respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:RecurrencePreviewRequest.rule; openapi.yaml operation POST_api_v1_recurrence_series_id_preview,"Given пользователь редактирует `RecurrencePreviewRequest.rule` через `Rule · Structured sub-editor`
When введённое значение нарушает `—` или required/nullable rule
Then клиент не подменяет контракт и показывает `Обязательное поле.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1522,MOD-007,DATA-007,[STATE-007] Field contract: RecurrencePreviewRequest.rule.frequency respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:RecurrenceSeriesCreate.frequency; openapi.yaml operation POST_api_v1_recurrence_series_id_preview,"Given пользователь редактирует `RecurrencePreviewRequest.rule.frequency` через `Частота · ComboBox`
When введённое значение нарушает `enum=[""daily"", ""weekly"", ""monthly"", ""yearly""]` или required/nullable rule
Then клиент не подменяет контракт и показывает `Обязательное поле. Выберите значение из списка.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1523,MOD-007,DATA-007,[STATE-007] Field contract: RecurrencePreviewRequest.rule.interval respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:RecurrenceSeriesCreate.interval; openapi.yaml operation POST_api_v1_recurrence_series_id_preview,"Given пользователь редактирует `RecurrencePreviewRequest.rule.interval` через `Интервал · Numeric input`
When введённое значение нарушает `min=1; max=999; minimum=1; maximum=999` или required/nullable rule
Then клиент не подменяет контракт и показывает `Обязательное поле. Значение должно быть в диапазоне 1–999.`
And серверная VALIDATION_FAILED остаётся authoritative"
AC-1524,MOD-007,DATA-007,[STATE-007] Field contract: RecurrencePreviewRequest.rule.occurrenceStartDate respects type/required/nullable/limits/PATCH semantics,High,Boundary/contract UI,dto_field_catalog.csv:RecurrenceSeriesCreate.occurrenceStartDate; openapi.yaml operation POST_api_v1_recurrence_series_id_preview,"Given пользователь редактирует `RecurrencePreviewRequest.rule.occurrenceStartDate` через `Дата начала серии · DatePicker`
When введённое значение нарушает `—` или required/nullable rule
Then клиент не подменяет контракт и показывает `Обязательное поле. Укажите корректную дату.`
And серверная VALIDATION_FAILED остаётся authoritative"
