AC ID,Related FR,Unified integration scenario,Same behavior / parameterization,Primary owner,Explicit rationale,Result,Evidence
AC-1743,FR-177;FR-178;FR-179,PASS,PASS,DATA-019,PASS,PASS,Primary DATA-019; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1744,FR-177;FR-178;FR-179,PASS,PASS,DATA-019,PASS,PASS,Primary DATA-019; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1745,FR-177;FR-178;FR-179,PASS,PASS,DATA-019,PASS,PASS,Primary DATA-019; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1746,FR-177;FR-178;FR-179,PASS,PASS,DATA-019,PASS,PASS,Primary DATA-019; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1747,FR-177;FR-178;FR-179,PASS,PASS,DATA-019,PASS,PASS,Primary DATA-019; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1748,FR-177;FR-178;FR-179,PASS,PASS,DATA-019,PASS,PASS,Primary DATA-019; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1749,FR-177;FR-178;FR-179,PASS,PASS,DATA-019,PASS,PASS,Primary DATA-019; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1750,FR-177;FR-178;FR-179,PASS,PASS,DATA-019,PASS,PASS,Primary DATA-019; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1752,FR-177;FR-178;FR-179,PASS,PASS,DATA-019,PASS,PASS,Primary DATA-019; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1755,FR-231;FR-232;FR-233,PASS,PASS,DATA-020,PASS,PASS,Primary DATA-020; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1756,FR-231;FR-232;FR-233,PASS,PASS,DATA-020,PASS,PASS,Primary DATA-020; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1757,FR-231;FR-232;FR-233,PASS,PASS,DATA-020,PASS,PASS,Primary DATA-020; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1758,FR-231;FR-232;FR-233,PASS,PASS,DATA-020,PASS,PASS,Primary DATA-020; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1759,FR-231;FR-232;FR-233,PASS,PASS,DATA-020,PASS,PASS,Primary DATA-020; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1760,FR-231;FR-232;FR-233,PASS,PASS,DATA-020,PASS,PASS,Primary DATA-020; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1761,FR-231;FR-232;FR-233,PASS,PASS,DATA-020,PASS,PASS,Primary DATA-020; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1762,FR-231;FR-232;FR-233,PASS,PASS,DATA-020,PASS,PASS,Primary DATA-020; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1763,FR-231;FR-232;FR-233,PASS,PASS,DATA-020,PASS,PASS,Primary DATA-020; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1764,FR-231;FR-232;FR-233,PASS,PASS,DATA-020,PASS,PASS,Primary DATA-020; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1765,FR-231;FR-232;FR-233,PASS,PASS,DATA-020,PASS,PASS,Primary DATA-020; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1766,FR-231;FR-232;FR-233,PASS,PASS,DATA-020,PASS,PASS,Primary DATA-020; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1767,FR-231;FR-232;FR-233,PASS,PASS,DATA-020,PASS,PASS,Primary DATA-020; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1768,FR-231;FR-232;FR-233,PASS,PASS,DATA-020,PASS,PASS,Primary DATA-020; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1769,FR-231;FR-232;FR-233,PASS,PASS,DATA-020,PASS,PASS,Primary DATA-020; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1770,FR-231;FR-232;FR-233,PASS,PASS,DATA-020,PASS,PASS,Primary DATA-020; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1775,FR-231;FR-232;FR-233,PASS,PASS,DATA-020,PASS,PASS,Primary DATA-020; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1776,FR-231;FR-232;FR-233,PASS,PASS,DATA-020,PASS,PASS,Primary DATA-020; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1777,FR-235;FR-236;FR-237,PASS,PASS,DATA-021,PASS,PASS,Primary DATA-021; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1778,FR-235;FR-236;FR-237,PASS,PASS,DATA-021,PASS,PASS,Primary DATA-021; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1779,FR-235;FR-236;FR-237,PASS,PASS,DATA-021,PASS,PASS,Primary DATA-021; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1780,FR-235;FR-236;FR-237,PASS,PASS,DATA-021,PASS,PASS,Primary DATA-021; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1781,FR-235;FR-236;FR-237,PASS,PASS,DATA-021,PASS,PASS,Primary DATA-021; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1782,FR-235;FR-236;FR-237,PASS,PASS,DATA-021,PASS,PASS,Primary DATA-021; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1783,FR-235;FR-236;FR-237,PASS,PASS,DATA-021,PASS,PASS,Primary DATA-021; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1784,FR-235;FR-236;FR-237,PASS,PASS,DATA-021,PASS,PASS,Primary DATA-021; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1785,FR-235;FR-236;FR-237,PASS,PASS,DATA-021,PASS,PASS,Primary DATA-021; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1786,FR-235;FR-236;FR-237,PASS,PASS,DATA-021,PASS,PASS,Primary DATA-021; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1787,FR-235;FR-236;FR-237,PASS,PASS,DATA-021,PASS,PASS,Primary DATA-021; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1788,FR-235;FR-236;FR-237,PASS,PASS,DATA-021,PASS,PASS,Primary DATA-021; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1789,FR-235;FR-236;FR-237,PASS,PASS,DATA-021,PASS,PASS,Primary DATA-021; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1792,FR-271;FR-274,PASS,PASS,BR-100,PASS,PASS,Primary BR owner; validated through BR catalog Related FR (preserved_normative_relation; confidence=High; verification AC=AC-1792;AC-1793;AC-1794;AC-1795.). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1793,FR-271;FR-274,PASS,PASS,BR-100,PASS,PASS,Primary BR owner; validated through BR catalog Related FR (preserved_normative_relation; confidence=High; verification AC=AC-1792;AC-1793;AC-1794;AC-1795.). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1794,FR-271;FR-274,PASS,PASS,BR-100,PASS,PASS,Primary BR owner; validated through BR catalog Related FR (preserved_normative_relation; confidence=High; verification AC=AC-1792;AC-1793;AC-1794;AC-1795.). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1795,FR-271;FR-274,PASS,PASS,BR-100,PASS,PASS,Primary BR owner; validated through BR catalog Related FR (preserved_normative_relation; confidence=High; verification AC=AC-1792;AC-1793;AC-1794;AC-1795.). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1805,FR-275;FR-277,PASS,PASS,BR-105,PASS,PASS,Primary BR owner; validated through BR catalog Related FR (preserved_normative_relation; confidence=High; verification AC=AC-1805;AC-1820.). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1806,FR-275;FR-278,PASS,PASS,BR-112,PASS,PASS,Primary BR owner; validated through BR catalog Related FR (preserved_normative_relation; confidence=High; verification AC=AC-1806;AC-1817.). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1817,FR-275;FR-278,PASS,PASS,BR-112,PASS,PASS,Primary BR owner; validated through BR catalog Related FR (preserved_normative_relation; confidence=High; verification AC=AC-1806;AC-1817.). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1818,FR-275;FR-277,PASS,PASS,BR-106,PASS,PASS,Primary BR owner; validated through BR catalog Related FR (preserved_normative_relation; confidence=High; verification AC=AC-1818.). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1823,FR-271;FR-272;FR-275;FR-278,PASS,PASS,BR-113,PASS,PASS,Primary BR owner; validated through BR catalog Related FR (preserved_normative_relation; confidence=High; verification AC=AC-1823.). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
